Day,EmpiricalRadius,ModelRadius,StdRadius,ResidualRadius,EmpiricalGrayMean,ModelGrayMean,StdGrayMean,ResidualGrayMean,EmpiricalIntDen,ModelIntDen,StdIntDen,ResidualIntDen
1.0,166.621,129.51754006281024,21.5258,-1.7236739139632333,147.147,133.81694122874956,17.0425,-0.7821656899662863,13113500.0,7052094.8643145915,3741230.0,-1.6201637257493948
2.0,181.712,188.7679509430842,13.2992,0.5305545403546238,101.436,116.82730999585658,5.62976,2.733919384815085,10569200.0,13078284.268446304,1620700.0,1.5481484966041241
3.0,181.407,253.97482626200576,19.1721,3.7850744708198762,107.387,105.43373020295124,4.73479,-0.412535676777378,11191200.0,21365388.214248735,2184520.0,4.657402181828839
6.0,245.049,276.36409278935355,18.1031,1.7298193563176218,115.191,115.34044117305551,6.58083,0.02270856002290094,21752800.0,27675451.34781356,2737280.0,2.1636994928591746
7.0,264.26,276.36409278935355,21.896,0.5527992687866988,115.308,112.62204758477431,6.21814,-0.43195431676123397,25323000.0,27023184.29619195,3438630.0,0.4944365332100137
10.0,324.568,276.36409278935355,26.0523,-1.8502745327915937,96.0145,111.14363411264318,5.94593,2.544452106338821,31985800.0,26668445.232392743,5403030.0,-0.9841431136986574
13.0,325.463,276.36409278935355,29.2806,-1.676840884771708,89.5136,111.24217619676894,8.84765,2.455858470528213,29856400.0,26692089.988968994,5169070.0,-0.6121623446830872
17.0,310.289,276.36409278935355,33.234,-1.0207891680401529,88.9112,111.33068685983254,13.9256,1.609947640305089,27098000.0,26713327.748461384,6942440.0,-0.05540879741684705
21.0,305.699,276.36409278935355,44.183,-0.6639410454393424,96.8107,111.32459243343493,9.9241,1.4624895389440788,28998300.0,26711865.41660671,7991290.0,-0.2861158315357459
