 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,15625-17-fb-1.png:0232-0313,2.110E5,6.225E1,7.395E0,5.900E1,4.500E1,9.400E1,6.961E2,6.173E2,7.027E2,6.236E2,1.744E3,4.592E2,9.162E2,4.861E2,5.846E2,6.021E2,4.462E2,1.156E2,8.722E-1,6.038E2,1.314E7,6.100E1,-1.802E-1,1.102E1,0.000E0,2.618E6,1.000E0,2.560E2,1.069E2,1.180E2,4.438E2,1.349E0,7.411E-1,9.938E-1
2,15625-17-fb-2.png:0289-0253,2.300E5,8.202E1,1.361E1,7.600E1,6.000E1,1.730E2,5.680E2,4.799E2,5.761E2,4.685E2,1.790E3,2.822E2,7.706E2,5.712E2,5.488E2,5.507E2,5.318E2,1.677E2,9.022E-1,5.747E2,1.887E7,7.900E1,1.711E0,7.628E0,0.000E0,3.760E6,1.000E0,1.264E2,3.503E2,8.263E0,5.298E2,1.036E0,9.656E-1,9.919E-1
3,15625-17-fb-3.png:0269-0276,2.682E5,9.014E1,1.232E1,8.000E1,6.600E1,1.530E2,6.259E2,5.360E2,6.249E2,5.350E2,1.900E3,2.979E2,8.131E2,6.429E2,5.421E2,6.671E2,5.119E2,2.239E1,9.334E-1,6.683E2,2.417E7,8.700E1,6.818E-1,3.439E0,0.000E0,4.818E6,1.000E0,1.470E2,3.461E2,3.428E1,5.050E2,1.303E0,7.674E-1,9.947E-1
4,15625-17-fb-4.png:0253-0237,2.884E5,7.129E1,1.195E1,6.200E1,5.000E1,1.490E2,5.376E2,5.724E2,5.488E2,5.824E2,1.926E3,2.218E2,8.781E2,6.182E2,6.003E2,6.227E2,5.896E2,3.347E1,9.770E-1,6.347E2,2.056E7,6.800E1,9.584E-1,5.042E0,0.000E0,4.097E6,1.000E0,1.133E2,3.261E2,2.866E1,5.920E2,1.056E0,9.469E-1,9.948E-1
5,15625-17-fb-6.png:0212-0248,4.232E5,6.387E1,1.282E1,5.900E1,4.000E1,1.310E2,5.356E2,6.667E2,5.565E2,6.656E2,2.394E3,1.702E2,1.028E3,7.706E2,7.168E2,7.756E2,6.947E2,1.441E2,9.282E-1,8.156E2,2.703E7,6.100E1,9.970E-1,2.229E0,0.000E0,5.386E6,1.000E0,8.059E1,1.248E2,1.518E2,7.015E2,1.116E0,8.958E-1,9.902E-1
6,15625-17-fb-7.png:0254-0285,2.535E5,7.431E1,1.153E1,6.300E1,5.300E1,1.310E2,6.518E2,5.588E2,6.602E2,5.615E2,1.864E3,3.338E2,8.602E2,6.115E2,5.690E2,6.554E2,4.925E2,3.602E1,9.168E-1,6.631E2,1.884E7,7.100E1,6.307E-1,5.116E0,0.000E0,3.755E6,1.000E0,1.554E2,3.376E2,3.154E1,5.010E2,1.331E0,7.515E-1,9.943E-1
7,15625-17-fb-8.png:0321-0278,2.441E5,7.832E1,1.369E1,6.700E1,5.400E1,1.350E2,6.051E2,4.331E2,5.945E2,4.199E2,1.845E3,2.890E2,6.720E2,6.698E2,4.928E2,6.767E2,4.593E2,1.856E1,9.012E-1,6.954E2,1.912E7,7.400E1,6.567E-1,2.179E0,0.000E0,3.810E6,1.000E0,1.327E2,3.798E2,2.160E1,4.729E2,1.473E0,6.787E-1,9.958E-1
8,15625-17-fb-9.png:0242-0277,3.878E5,7.318E1,1.699E1,6.000E1,4.800E1,1.840E2,6.196E2,5.994E2,6.227E2,5.890E2,2.249E3,2.374E2,9.206E2,7.661E2,6.362E2,7.752E2,6.370E2,3.895E0,9.633E-1,7.769E2,2.838E7,6.800E1,1.501E0,3.820E0,0.000E0,5.657E6,1.000E0,1.096E2,2.850E2,1.532E1,6.285E2,1.217E0,8.218E-1,9.932E-1
9,15625-17-fb-10.png:0251-0243,2.290E5,7.404E1,1.592E1,6.300E1,5.100E1,1.580E2,5.412E2,5.931E2,5.464E2,6.086E2,1.812E3,3.181E2,9.184E2,4.547E2,6.720E2,6.733E2,4.331E2,1.045E2,8.770E-1,6.744E2,1.696E7,6.800E1,1.425E0,2.618E0,0.000E0,3.380E6,1.000E0,2.207E2,1.011E2,9.724E1,4.422E2,1.554E0,6.433E-1,9.933E-1
10,15625-17-fb-12.png:0249-0253,3.914E5,8.404E1,1.655E1,7.000E1,5.500E1,1.660E2,5.690E2,6.089E2,5.685E2,6.184E2,2.328E3,2.710E2,1.008E3,5.936E2,8.422E2,8.509E2,5.857E2,9.202E1,9.079E-1,8.534E2,3.289E7,8.000E1,7.772E-1,8.912E-1,0.000E0,6.556E6,1.000E0,2.307E2,4.367E2,7.641E1,5.725E2,1.453E0,6.883E-1,9.878E-1
11,15625-17-fb-13.png:0276-0209,3.421E5,6.541E1,1.567E1,5.500E1,4.400E1,1.800E2,4.724E2,5.262E2,4.803E2,5.373E2,2.177E3,1.792E2,9.206E2,5.802E2,7.885E2,7.984E2,5.455E2,1.038E2,9.072E-1,7.876E2,2.237E7,6.000E1,1.984E0,6.470E0,0.000E0,4.459E6,1.000E0,1.891E2,1.006E2,9.215E1,5.364E2,1.464E0,6.832E-1,9.925E-1
12,15625-17-fb-14.png:0291-0322,3.022E5,8.292E1,1.778E1,7.000E1,5.600E1,1.700E2,7.270E2,4.962E2,7.398E2,4.895E2,2.001E3,4.346E2,8.400E2,5.734E2,6.966E2,6.943E2,5.541E2,8.222E1,9.486E-1,7.006E2,2.506E7,7.800E1,9.045E-1,1.302E0,0.000E0,4.994E6,1.000E0,2.923E2,4.462E2,7.765E1,5.675E2,1.253E0,7.981E-1,9.927E-1
13,15625-17-fb-16.png:0290-0297,3.446E5,8.813E1,2.004E1,7.000E1,5.600E1,1.670E2,6.852E2,4.841E2,6.960E2,4.722E2,2.213E3,3.606E2,8.848E2,6.093E2,7.818E2,8.073E2,5.436E2,6.527E1,8.841E-1,8.254E2,3.037E7,8.300E1,8.616E-1,4.307E-1,0.000E0,6.053E6,1.000E0,2.312E2,4.477E2,6.241E1,5.564E2,1.485E0,6.733E-1,9.838E-1
14,15625-17-fb-17.png:0276-0212,3.596E5,6.592E1,1.659E1,5.500E1,4.400E1,1.880E2,4.705E2,5.203E2,4.821E2,5.227E2,2.245E3,1.904E2,9.318E2,5.690E2,8.131E2,8.321E2,5.503E2,9.835E1,8.964E-1,8.145E2,2.371E7,6.000E1,2.065E0,6.599E0,0.000E0,4.725E6,1.000E0,1.865E2,9.640E1,9.774E1,5.413E2,1.512E0,6.614E-1,9.907E-1
15,15625-17-fb-18.png:0261-0298,3.470E5,8.287E1,1.337E1,7.800E1,5.700E1,1.540E2,6.614E2,5.455E2,6.706E2,5.527E2,2.189E3,3.136E2,8.736E2,7.078E2,6.294E2,7.464E2,5.920E2,3.114E1,9.097E-1,7.657E2,2.876E7,8.100E1,6.454E-1,1.712E0,0.000E0,5.731E6,1.000E0,1.528E2,3.772E2,4.056E1,6.112E2,1.261E0,7.932E-1,9.913E-1
16,15625-17-fb-19.png:0332-0281,2.461E5,7.682E1,1.475E1,6.400E1,5.400E1,1.380E2,6.310E2,4.110E2,6.420E2,4.073E2,1.850E3,3.830E2,7.414E2,4.928E2,6.832E2,6.770E2,4.629E2,7.796E1,9.037E-1,6.835E2,1.891E7,7.100E1,1.044E0,1.539E0,0.000E0,3.768E6,1.000E0,2.776E2,4.846E2,8.495E1,4.690E2,1.463E0,6.837E-1,9.861E-1
17,15625-17-fb-20.png:0252-0307,2.782E5,8.280E1,1.676E1,6.400E1,5.300E1,1.620E2,6.822E2,6.191E2,6.894E2,6.129E2,2.012E3,4.435E2,9.632E2,4.883E2,7.683E2,7.438E2,4.762E2,9.064E1,8.636E-1,7.672E2,2.304E7,8.000E1,7.103E-1,8.522E-1,0.000E0,4.591E6,1.000E0,2.887E2,8.112E1,9.159E1,4.773E2,1.562E0,6.402E-1,9.896E-1
18,15625-17-fb-21.png:0201-0308,2.372E5,8.656E1,1.538E1,7.700E1,6.000E1,1.720E2,6.895E2,6.883E2,6.935E2,6.781E2,1.806E3,4.390E2,1.008E3,5.018E2,6.272E2,6.367E2,4.743E2,7.028E1,9.133E-1,6.490E2,2.053E7,8.200E1,1.316E0,2.616E0,0.000E0,4.091E6,1.000E0,2.571E2,3.324E2,6.857E1,4.796E2,1.342E0,7.449E-1,9.931E-1
