 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,500-10-fb-1.png:0218-0249,3.133E5,8.634E1,1.829E1,6.200E1,4.500E1,1.700E2,5.486E2,6.716E2,5.500E2,6.646E2,2.042E3,2.621E2,1.001E3,5.936E2,6.899E2,6.936E2,5.751E2,6.755E1,9.439E-1,7.053E2,2.705E7,8.700E1,2.510E-1,-3.735E-1,0.000E0,5.392E6,1.000E0,1.591E2,3.461E2,5.695E1,5.820E2,1.206E0,8.292E-1,9.889E-1
2,500-10-fb-2.png:0265-0296,3.821E5,9.579E1,2.227E1,8.800E1,4.800E1,2.060E2,6.983E2,5.545E2,7.056E2,5.512E2,2.365E3,2.778E2,8.915E2,7.728E2,6.832E2,7.696E2,6.322E2,1.495E2,8.588E-1,8.153E2,3.660E7,9.500E1,3.763E-1,-1.056E-1,0.000E0,7.295E6,1.000E0,1.264E2,2.023E2,1.532E2,6.591E2,1.217E0,8.215E-1,9.670E-1
3,500-10-fb-3.png:0264-0183,4.224E5,8.631E1,1.967E1,8.800E1,4.600E1,1.760E2,4.185E2,5.473E2,4.193E2,5.517E2,2.377E3,6.272E1,9.587E2,6.966E2,8.131E2,7.960E2,6.756E2,8.861E1,9.392E-1,8.143E2,3.646E7,8.500E1,4.469E-1,4.200E-2,0.000E0,7.266E6,1.000E0,1.844E2,4.451E2,8.301E1,6.844E2,1.178E0,8.487E-1,9.870E-1
4,500-10-fb-4.png:0313-0257,3.055E5,9.526E1,2.176E1,1.020E2,5.200E1,1.980E2,5.740E2,4.524E2,5.906E2,4.451E2,2.030E3,2.240E2,7.414E2,7.056E2,5.981E2,6.756E2,5.758E2,9.104E0,9.314E-1,7.025E2,2.910E7,9.500E1,3.401E-1,-4.718E-2,0.000E0,5.800E6,1.000E0,1.006E2,3.187E2,2.118E0,5.851E2,1.173E0,8.523E-1,9.832E-1
5,500-10-fb-5.png:0300-0332,3.953E5,9.408E1,1.563E1,8.800E1,5.600E1,1.840E2,7.448E2,4.765E2,7.497E2,4.724E2,2.274E3,3.987E2,8.512E2,6.922E2,7.594E2,7.461E2,6.746E2,9.315E1,9.608E-1,7.575E2,3.719E7,9.300E1,3.548E-1,1.069E0,0.000E0,7.412E6,1.000E0,3.398E2,1.317E2,9.045E1,6.757E2,1.106E0,9.043E-1,9.896E-1
6,500-10-fb-6.png:0272-0278,3.134E5,9.336E1,1.770E1,8.800E1,4.700E1,1.860E2,6.267E2,5.338E2,6.301E2,5.284E2,2.030E3,2.979E2,8.445E2,6.518E2,6.205E2,6.502E2,6.138E2,1.641E1,9.561E-1,6.586E2,2.926E7,9.300E1,3.305E-1,9.508E-1,0.000E0,5.832E6,1.000E0,1.338E2,2.844E2,9.800E0,6.164E2,1.059E0,9.441E-1,9.910E-1
7,500-10-fb-7.png:0264-0249,2.926E5,9.405E1,1.876E1,1.010E2,5.400E1,1.770E2,5.583E2,5.585E2,5.597E2,5.584E2,1.981E3,2.397E2,8.534E2,6.384E2,6.026E2,6.539E2,5.698E2,1.507E2,9.369E-1,6.792E2,2.752E7,9.600E1,3.955E-2,-1.667E-1,0.000E0,5.485E6,1.000E0,1.164E2,1.791E2,1.453E2,5.715E2,1.148E0,8.713E-1,9.888E-1
8,500-10-fb-8.png:0310-0225,3.913E5,8.874E1,1.927E1,9.700E1,4.700E1,1.670E2,5.066E2,4.492E2,5.102E2,4.446E2,2.306E3,1.434E2,7.997E2,7.213E2,7.011E2,7.155E2,6.963E2,1.542E2,9.245E-1,7.282E2,3.472E7,9.000E1,6.213E-2,-5.417E-1,0.000E0,6.920E6,1.000E0,7.111E1,2.507E2,1.565E2,6.968E2,1.027E0,9.732E-1,9.854E-1
9,500-10-fb-9.png:0173-0243,3.428E5,9.061E1,2.053E1,6.300E1,5.000E1,1.890E2,5.504E2,7.580E2,5.550E2,7.596E2,2.166E3,2.128E2,1.098E3,6.630E2,6.832E2,7.111E2,6.139E2,5.190E1,9.186E-1,7.248E2,3.106E7,9.100E1,4.266E-1,2.091E-2,0.000E0,6.191E6,1.000E0,1.133E2,2.555E2,3.216E1,6.226E2,1.158E0,8.633E-1,9.879E-1
10,500-10-fb-11.png:0231-0230,3.468E5,9.561E1,1.892E1,9.900E1,5.600E1,1.850E2,5.142E2,6.345E2,5.179E2,6.375E2,2.156E3,2.016E2,9.789E2,6.294E2,7.056E2,7.067E2,6.249E2,1.050E2,9.378E-1,7.179E2,3.316E7,9.500E1,3.919E-1,-2.709E-1,0.000E0,6.609E6,1.000E0,1.686E2,7.849E1,1.102E2,6.212E2,1.131E0,8.843E-1,9.880E-1
