 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,500-3-fb-1.png:0244-0260,8.021E4,9.703E1,1.323E1,9.700E1,5.700E1,1.600E2,5.766E2,5.986E2,5.783E2,5.988E2,1.075E3,4.234E2,7.638E2,3.203E2,3.338E2,3.260E2,3.133E2,1.120E2,8.718E-1,3.453E2,7.782E6,9.600E1,7.102E-1,1.421E0,0.000E0,1.551E6,1.000E0,2.280E2,1.700E2,1.109E2,3.171E2,1.041E0,9.610E-1,9.609E-1
2,500-3-fb-2.png:0338-0267,7.486E4,1.082E2,1.328E1,1.040E2,6.300E1,1.680E2,5.944E2,3.940E2,5.958E2,3.940E2,1.129E3,4.480E2,5.578E2,3.002E2,3.427E2,3.240E2,2.942E2,8.683E1,7.380E-1,3.435E2,8.098E6,1.070E2,2.965E-1,6.980E-1,0.000E0,1.614E6,1.000E0,2.510E2,2.620E2,9.374E1,2.970E2,1.101E0,9.079E-1,9.490E-1
3,500-3-fb-3.png:0215-0229,6.632E4,1.105E2,1.336E1,1.130E2,6.400E1,1.720E2,5.189E2,6.699E2,5.196E2,6.725E2,1.011E3,3.674E2,8.176E2,2.912E2,3.091E2,3.109E2,2.716E2,7.446E1,8.159E-1,3.251E2,7.329E6,1.100E2,3.135E-1,5.605E-1,0.000E0,1.461E6,1.000E0,2.060E2,1.460E2,1.081E2,2.715E2,1.145E0,8.736E-1,9.577E-1
4,500-3-fb-4.png:0168-0238,1.106E5,1.080E2,1.543E1,9.800E1,5.800E1,1.690E2,5.412E2,7.612E2,5.411E2,7.621E2,1.389E3,3.517E2,9.856E2,3.629E2,4.368E2,4.312E2,3.266E2,1.164E2,7.201E-1,4.727E2,1.194E7,1.060E2,4.705E-1,1.070E-1,0.000E0,2.380E6,1.000E0,2.170E2,7.100E1,1.132E2,3.509E2,1.320E0,7.574E-1,9.327E-1
5,500-3-fb-5.png:0261-0230,1.057E5,9.631E1,1.724E1,9.700E1,5.600E1,1.790E2,5.059E2,5.618E2,5.068E2,5.663E2,1.279E3,3.158E2,7.504E2,4.010E2,3.830E2,3.895E2,3.454E2,1.582E2,8.116E-1,4.035E2,1.018E7,9.400E1,7.053E-1,5.852E-1,0.000E0,2.028E6,1.000E0,1.410E2,2.310E2,1.736E2,3.457E2,1.128E0,8.868E-1,9.465E-1
6,500-3-fb-6.png:0250-0271,1.025E5,1.081E2,1.636E1,1.050E2,6.100E1,1.770E2,5.980E2,5.832E2,5.965E2,5.845E2,1.316E3,4.502E2,8.176E2,3.158E2,4.682E2,4.452E2,2.933E2,9.275E1,7.444E-1,4.754E2,1.109E7,1.060E2,4.103E-1,1.233E-1,0.000E0,2.210E6,1.000E0,2.340E2,1.460E2,1.000E2,3.064E2,1.518E0,6.588E-1,9.502E-1
7,500-3-fb-7.png:0263-0229,9.389E4,1.030E2,1.578E1,9.600E1,5.800E1,1.790E2,5.044E2,5.533E2,5.003E2,5.552E2,1.226E3,3.338E2,7.325E2,3.584E2,3.562E2,3.918E2,3.051E2,1.427E2,7.849E-1,4.216E2,9.671E6,1.010E2,4.897E-1,7.672E-1,0.000E0,1.927E6,1.000E0,1.510E2,2.040E2,1.328E2,3.065E2,1.284E0,7.787E-1,9.527E-1
8,500-3-fb-8.png:0269-0243,1.021E5,1.105E2,1.629E1,1.110E2,5.600E1,1.760E2,5.443E2,5.514E2,5.458E2,5.510E2,1.262E3,3.718E2,7.392E2,3.450E2,3.942E2,3.932E2,3.308E2,1.113E2,8.053E-1,4.067E2,1.129E7,1.100E2,2.968E-1,2.905E-1,0.000E0,2.250E6,1.000E0,1.830E2,1.890E2,1.161E2,3.360E2,1.189E0,8.412E-1,9.453E-1
9,500-3-fb-9.png:0271-0242,1.167E5,1.015E2,1.325E1,9.600E1,6.600E1,1.620E2,5.457E2,5.399E2,5.448E2,5.389E2,1.465E3,3.427E2,7.437E2,3.987E2,4.122E2,4.016E2,3.700E2,5.091E1,6.833E-1,4.450E2,1.185E7,1.000E2,3.745E-1,-2.229E-1,0.000E0,2.362E6,1.000E0,1.940E2,3.520E2,5.775E1,3.769E2,1.085E0,9.212E-1,9.181E-1
10,500-3-fb-10.png:0231-0228,1.104E5,1.054E2,1.437E1,9.700E1,7.000E1,1.630E2,5.078E2,6.414E2,5.058E2,6.413E2,1.377E3,3.315E2,8.602E2,3.606E2,4.659E2,4.391E2,3.202E2,7.277E1,7.322E-1,4.825E2,1.164E7,1.040E2,3.303E-1,1.558E-1,0.000E0,2.319E6,1.000E0,2.000E2,3.350E2,7.493E1,3.364E2,1.371E0,7.293E-1,9.413E-1
11,500-3-fb-11.png:0287-0255,1.231E5,1.046E2,1.342E1,9.700E1,6.600E1,1.730E2,5.668E2,4.882E2,5.671E2,4.874E2,1.466E3,3.450E2,6.989E2,4.525E2,3.942E2,4.376E2,3.583E2,1.696E2,7.196E-1,4.566E2,1.288E7,1.030E2,5.123E-1,9.302E-1,0.000E0,2.566E6,1.000E0,1.550E2,2.700E2,1.704E2,3.878E2,1.221E0,8.187E-1,9.222E-1
12,500-3-fb-12.png:0272-0230,8.952E4,1.051E2,1.581E1,9.400E1,5.900E1,1.830E2,5.215E2,5.392E2,5.194E2,5.391E2,1.184E3,3.382E2,7.123E2,3.539E2,3.562E2,3.459E2,3.295E2,1.054E2,8.022E-1,3.688E2,9.410E6,1.040E2,4.763E-1,7.198E-1,0.000E0,1.875E6,1.000E0,2.080E2,3.510E2,6.484E1,3.333E2,1.050E0,9.525E-1,9.495E-1
