 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,500-17-fb-1.png:0188-0318,3.980E5,9.143E1,2.601E1,6.400E1,4.700E1,2.160E2,7.232E2,7.327E2,7.170E2,7.320E2,2.293E3,3.539E2,1.095E3,7.168E2,7.459E2,7.576E2,6.689E2,1.213E2,9.510E-1,7.596E2,3.639E7,8.700E1,9.095E-1,6.920E-1,0.000E0,7.252E6,1.000E0,1.659E2,1.027E2,1.433E2,6.663E2,1.133E0,8.830E-1,9.887E-1
2,500-17-fb-2.png:0293-0282,2.877E5,7.855E1,1.894E1,6.400E1,4.900E1,2.210E2,6.243E2,4.795E2,6.299E2,4.823E2,1.990E3,3.539E2,8.422E2,5.555E2,7.101E2,7.035E2,5.208E2,8.048E1,9.132E-1,7.098E2,2.260E7,7.500E1,1.521E0,3.827E0,0.000E0,4.505E6,1.000E0,2.676E2,4.520E2,8.590E1,5.261E2,1.351E0,7.403E-1,9.894E-1
3,500-17-fb-3.png:0243-0264,3.242E5,8.763E1,2.474E1,6.400E1,4.800E1,2.340E2,5.941E2,5.919E2,5.978E2,5.917E2,2.071E3,2.576E2,9.094E2,6.698E2,6.205E2,6.747E2,6.118E2,1.750E2,9.502E-1,6.851E2,2.841E7,8.500E1,8.156E-1,5.930E-1,0.000E0,5.662E6,1.000E0,1.359E2,1.654E2,1.508E2,6.087E2,1.103E0,9.068E-1,9.899E-1
4,500-17-fb-4.png:0244-0206,3.313E5,7.036E1,1.788E1,5.300E1,4.000E1,1.930E2,4.674E2,5.949E2,4.517E2,6.065E2,2.111E3,1.008E2,9.050E2,7.235E2,6.138E2,7.341E2,5.746E2,1.556E2,9.338E-1,7.404E2,2.331E7,6.500E1,1.165E0,1.401E0,0.000E0,4.645E6,1.000E0,4.741E1,2.086E2,1.643E2,5.866E2,1.277E0,7.828E-1,9.895E-1
5,500-17-fb-5.png:0241-0247,2.970E5,6.734E1,1.692E1,5.200E1,4.000E1,1.900E2,5.600E2,5.991E2,5.468E2,5.925E2,1.996E3,2.307E2,9.162E2,6.451E2,6.227E2,6.525E2,5.795E2,3.409E1,9.366E-1,6.558E2,2.000E7,6.300E1,1.213E0,1.375E0,0.000E0,3.986E6,1.000E0,1.254E2,3.197E2,3.732E1,5.731E2,1.126E0,8.882E-1,9.883E-1
6,500-17-fb-6.png:0217-0347,3.435E5,8.373E1,2.249E1,6.000E1,4.600E1,2.190E2,7.990E2,6.449E2,8.025E2,6.578E2,2.143E3,4.570E2,1.017E3,6.429E2,7.190E2,7.168E2,6.101E2,1.120E2,9.397E-1,7.392E2,2.876E7,8.300E1,7.860E-1,1.199E0,0.000E0,5.731E6,1.000E0,3.192E2,6.268E1,1.091E2,6.182E2,1.175E0,8.511E-1,9.898E-1
7,500-17-fb-7.png:0338-0200,3.115E5,8.264E1,1.982E1,6.400E1,4.600E1,2.110E2,4.389E2,3.918E2,4.340E2,3.954E2,2.021E3,1.299E2,7.078E2,6.384E2,6.406E2,6.410E2,6.187E2,2.851E1,9.580E-1,6.528E2,2.574E7,8.100E1,7.265E-1,9.072E-1,0.000E0,5.130E6,1.000E0,7.480E1,4.088E2,2.745E1,6.129E2,1.036E0,9.652E-1,9.914E-1
8,500-17-fb-8.png:0270-0272,2.841E5,7.216E1,1.733E1,5.500E1,4.400E1,1.790E2,5.999E2,5.357E2,6.119E2,5.283E2,1.959E3,3.181E2,8.512E2,5.824E2,6.227E2,6.473E2,5.588E2,1.240E2,9.302E-1,6.668E2,2.050E7,6.800E1,8.116E-1,5.676E-1,0.000E0,4.086E6,1.000E0,1.470E2,1.838E2,1.441E2,5.597E2,1.158E0,8.632E-1,9.923E-1
9,500-17-fb-9.png:0266-0296,2.187E5,1.024E2,2.111E1,8.800E1,6.000E1,2.150E2,6.566E2,5.553E2,6.570E2,5.559E2,1.707E3,3.786E2,8.064E2,5.690E2,5.152E2,5.799E2,4.800E2,2.795E1,9.433E-1,5.889E2,2.240E7,1.000E2,7.322E-1,9.419E-1,0.000E0,4.464E6,1.000E0,1.807E2,3.187E2,2.615E1,4.811E2,1.208E0,8.277E-1,9.920E-1
10,500-17-fb-10.png:0181-0274,4.056E5,9.710E1,2.555E1,6.100E1,5.000E1,2.090E2,6.169E2,7.247E2,6.186E2,7.327E2,2.318E3,2.576E2,1.111E3,7.146E2,7.459E2,7.343E2,7.033E2,8.605E1,9.482E-1,7.550E2,3.938E7,9.500E1,3.958E-1,-2.102E-1,0.000E0,7.849E6,1.000E0,2.312E2,3.461E2,7.764E1,6.996E2,1.044E0,9.579E-1,9.931E-1
