 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,500-21-fb-1.png:0253-0247,2.894E5,1.127E2,2.116E1,8.700E1,7.300E1,2.050E2,5.539E2,5.741E2,5.562E2,5.772E2,1.948E3,2.442E2,8.870E2,6.182E2,6.182E2,6.566E2,5.611E2,4.132E1,9.578E-1,6.679E2,3.262E7,1.110E2,4.933E-1,5.249E-1,0.000E0,6.501E6,1.000E0,1.559E2,3.703E2,5.232E1,5.563E2,1.170E0,8.545E-1,9.928E-1
2,500-21-fb-2.png:0295-0255,4.308E5,8.523E1,2.408E1,6.100E1,5.100E1,2.110E2,5.661E2,4.933E2,5.638E2,4.989E2,2.383E3,2.106E2,8.736E2,7.235E2,7.795E2,8.107E2,6.766E2,5.698E1,9.536E-1,8.269E2,3.672E7,7.900E1,1.121E0,1.248E0,0.000E0,7.318E6,1.000E0,1.322E2,4.304E2,4.951E1,6.819E2,1.198E0,8.346E-1,9.918E-1
3,500-21-fb-3.png:0287-0278,3.478E5,1.009E2,2.070E1,8.800E1,5.900E1,2.170E2,6.236E2,4.990E2,6.301E2,5.018E2,2.178E3,2.845E2,8.288E2,6.787E2,6.541E2,6.824E2,6.489E2,1.098E1,9.209E-1,6.916E2,3.510E7,1.000E2,4.865E-1,2.602E-1,0.000E0,6.995E6,1.000E0,1.517E2,3.772E2,3.814E1,6.453E2,1.052E0,9.510E-1,9.927E-1
4,500-21-fb-4.png:0243-0277,3.233E5,1.042E2,2.127E1,8.700E1,6.400E1,1.960E2,6.275E2,5.943E2,6.336E2,5.901E2,2.113E3,3.046E2,9.206E2,6.339E2,6.406E2,6.483E2,6.350E2,6.227E1,9.103E-1,6.773E2,3.369E7,1.020E2,4.990E-1,3.519E-1,0.000E0,6.714E6,1.000E0,1.701E2,3.503E2,4.973E1,6.283E2,1.021E0,9.795E-1,9.902E-1
5,500-21-fb-5.png:0274-0271,3.339E5,1.113E2,2.153E1,8.800E1,7.700E1,2.270E2,5.975E2,5.629E2,5.950E2,5.647E2,2.175E3,2.733E2,8.646E2,6.698E2,6.675E2,6.758E2,6.290E2,1.602E2,8.870E-1,7.046E2,3.715E7,1.080E2,1.006E0,1.689E0,0.000E0,7.405E6,1.000E0,1.433E2,1.512E2,1.460E2,6.452E2,1.074E0,9.308E-1,9.751E-1
6,500-21-fb-6.png:0273-0265,3.272E5,1.100E2,2.389E1,8.700E1,6.900E1,2.160E2,5.878E2,5.344E2,5.877E2,5.364E2,2.139E3,2.755E2,8.848E2,6.384E2,7.034E2,7.075E2,5.888E2,6.653E1,8.987E-1,7.094E2,3.598E7,1.060E2,5.942E-1,2.969E-1,0.000E0,7.170E6,1.000E0,2.407E2,4.293E2,8.110E1,5.868E2,1.202E0,8.323E-1,9.778E-1
7,500-21-fb-7.png:0286-0258,1.976E5,1.024E2,1.864E1,8.700E1,6.800E1,1.900E2,5.810E2,4.982E2,5.830E2,4.943E2,1.613E3,3.270E2,7.638E2,5.018E2,5.197E2,5.105E2,4.929E2,1.064E2,9.542E-1,5.242E2,2.025E7,9.900E1,6.941E-1,2.541E-1,0.000E0,4.035E6,1.000E0,2.376E2,3.993E2,7.765E1,4.899E2,1.036E0,9.656E-1,9.883E-1
8,500-21-fb-8.png:0256-0274,1.677E5,9.742E1,2.182E1,7.400E1,6.300E1,1.740E2,6.158E2,5.730E2,6.266E2,5.798E2,1.553E3,3.987E2,8.355E2,4.323E2,5.286E2,5.623E2,3.798E2,1.153E2,8.733E-1,5.583E2,1.634E7,9.100E1,7.998E-1,-4.845E-1,0.000E0,3.256E6,1.000E0,2.260E2,1.406E2,1.122E2,3.723E2,1.481E0,6.754E-1,9.808E-1
9,500-21-fb-9.png:0275-0278,3.980E5,9.692E1,2.236E1,8.700E1,5.900E1,2.120E2,6.095E2,5.308E2,6.054E2,5.328E2,2.273E3,2.598E2,8.982E2,7.280E2,7.414E2,7.327E2,6.917E2,1.183E2,9.678E-1,7.443E2,3.858E7,9.300E1,9.308E-1,1.328E0,0.000E0,7.688E6,1.000E0,2.391E2,1.117E2,9.903E1,6.896E2,1.059E0,9.440E-1,9.917E-1
10,500-21-fb-10.png:0364-0209,1.569E5,1.053E2,1.931E1,8.800E1,7.100E1,2.000E2,4.677E2,3.333E2,4.673E2,3.334E2,1.442E3,2.464E2,5.600E2,4.435E2,4.637E2,4.941E2,4.043E2,1.273E2,9.479E-1,5.078E2,1.653E7,1.010E2,9.127E-1,1.138E0,0.000E0,3.294E6,1.000E0,1.138E2,2.923E2,1.403E2,4.088E2,1.222E0,8.182E-1,9.909E-1
11,500-21-fb-11.png:0262-0236,3.100E5,9.151E1,2.044E1,6.500E1,5.500E1,2.010E2,5.279E2,5.543E2,5.417E2,5.524E2,2.022E3,2.240E2,8.758E2,6.115E2,6.384E2,6.409E2,6.158E2,8.595E1,9.527E-1,6.568E2,2.837E7,8.800E1,6.626E-1,4.856E-1,0.000E0,5.653E6,1.000E0,1.712E2,3.982E2,7.059E1,6.099E2,1.041E0,9.609E-1,9.916E-1
12,500-21-fb-12.png:0283-0266,2.146E5,8.037E1,1.238E1,7.200E1,6.000E1,1.530E2,6.019E2,5.008E2,5.945E2,5.059E2,1.729E3,3.696E2,8.109E2,4.547E2,6.026E2,6.004E2,4.550E2,8.424E1,9.021E-1,6.016E2,1.724E7,7.600E1,1.140E0,5.112E0,0.000E0,3.437E6,1.000E0,2.597E2,4.172E2,8.505E1,4.519E2,1.319E0,7.579E-1,9.959E-1
13,500-21-fb-13.png:0163-0278,2.780E5,1.007E2,2.221E1,8.700E1,6.200E1,2.490E2,6.188E2,7.803E2,6.217E2,7.819E2,1.944E3,3.136E2,1.080E3,6.182E2,6.003E2,6.147E2,5.758E2,1.616E2,9.240E-1,6.256E2,2.799E7,9.700E1,7.617E-1,1.361E0,0.000E0,5.578E6,1.000E0,1.417E2,1.243E2,1.641E2,5.760E2,1.068E0,9.367E-1,9.884E-1
14,500-21-fb-14.png:0259-0278,3.365E5,8.452E1,2.203E1,6.200E1,5.100E1,2.040E2,6.150E2,5.536E2,6.253E2,5.510E2,2.120E3,2.912E2,8.826E2,6.653E2,6.362E2,7.017E2,6.106E2,1.476E2,9.404E-1,7.280E2,2.844E7,7.900E1,1.141E0,1.666E0,0.000E0,5.668E6,1.000E0,1.517E2,1.591E2,1.430E2,6.215E2,1.149E0,8.702E-1,9.914E-1
15,500-21-fb-15.png:0238-0262,2.736E5,1.077E2,2.078E1,8.500E1,7.200E1,2.030E2,5.792E2,5.972E2,5.767E2,5.949E2,1.966E3,2.890E2,9.162E2,5.958E2,6.093E2,6.318E2,5.514E2,1.254E2,8.895E-1,6.488E2,2.947E7,1.040E2,4.905E-1,-2.598E-1,0.000E0,5.873E6,1.000E0,1.596E2,1.333E2,1.327E2,5.675E2,1.146E0,8.727E-1,9.660E-1
16,500-21-fb-16.png:0235-0249,2.186E5,9.366E1,1.496E1,8.700E1,6.200E1,1.780E2,5.650E2,6.164E2,5.700E2,6.170E2,1.720E3,2.890E2,8.870E2,5.376E2,5.398E2,5.416E2,5.140E2,5.121E1,9.288E-1,5.574E2,2.048E7,9.200E1,5.956E-1,1.503E0,0.000E0,4.081E6,1.000E0,2.144E2,3.534E2,6.197E1,5.121E2,1.054E0,9.492E-1,9.914E-1
17,500-21-fb-17.png:0252-0268,2.327E5,9.478E1,2.041E1,8.800E1,5.900E1,1.830E2,6.056E2,5.595E2,6.138E2,5.565E2,1.832E3,3.181E2,8.669E2,5.667E2,5.757E2,5.501E2,5.385E2,2.746E1,8.710E-1,5.733E2,2.205E7,9.100E1,7.434E-1,4.891E-2,0.000E0,4.395E6,1.000E0,2.576E2,3.803E2,8.658E1,5.310E2,1.022E0,9.789E-1,9.819E-1
18,500-21-fb-18.png:0243-0309,3.118E5,8.688E1,1.945E1,7.100E1,5.700E1,2.210E2,6.929E2,5.890E2,6.806E2,5.760E2,2.066E3,3.853E2,9.341E2,6.160E2,6.698E2,6.620E2,5.996E2,9.263E1,9.180E-1,6.855E2,2.709E7,8.200E1,1.404E0,2.700E0,0.000E0,5.398E6,1.000E0,2.781E2,3.919E2,7.494E1,5.877E2,1.104E0,9.057E-1,9.907E-1
19,500-21-fb-19.png:0261-0273,2.733E5,9.795E1,2.138E1,8.800E1,5.800E1,1.990E2,6.076E2,5.557E2,6.044E2,5.504E2,1.881E3,3.270E2,8.691E2,5.690E2,6.205E2,6.118E2,5.688E2,9.220E1,9.707E-1,6.195E2,2.677E7,9.500E1,7.182E-1,4.344E-1,0.000E0,5.336E6,1.000E0,2.729E2,1.233E2,9.055E1,5.632E2,1.076E0,9.297E-1,9.939E-1
20,500-21-fb-20.png:0238-0327,1.268E5,7.715E1,1.297E1,6.400E1,5.100E1,1.610E2,7.350E2,6.038E2,7.428E2,6.039E2,1.378E3,5.331E2,8.243E2,3.987E2,4.278E2,4.470E2,3.613E2,4.848E1,8.396E-1,4.606E2,9.785E6,7.500E1,1.264E0,1.940E0,0.000E0,1.950E6,1.000E0,2.518E2,3.092E2,4.137E1,3.690E2,1.237E0,8.081E-1,9.893E-1
21,500-21-fb-21.png:0274-0278,3.444E5,1.050E2,2.859E1,7.100E1,5.900E1,2.480E2,6.136E2,5.196E2,6.151E2,5.099E2,2.171E3,2.912E2,8.691E2,6.630E2,6.787E2,6.803E2,6.446E2,6.789E1,9.181E-1,6.944E2,3.617E7,1.020E2,7.075E-1,5.923E-1,0.000E0,7.209E6,1.000E0,1.970E2,4.161E2,6.561E1,6.420E2,1.055E0,9.475E-1,9.934E-1
22,500-21-fb-22.png:0233-0249,3.829E5,1.019E2,2.675E1,6.500E1,5.600E1,2.160E2,5.597E2,6.165E2,5.630E2,6.201E2,2.269E3,2.083E2,9.699E2,6.989E2,6.944E2,7.134E2,6.833E2,1.486E2,9.347E-1,7.353E2,3.902E7,9.900E1,5.708E-1,8.024E-2,0.000E0,7.776E6,1.000E0,1.212E2,1.385E2,1.429E2,6.849E2,1.044E0,9.577E-1,9.931E-1
23,500-21-fb-23.png:0282-0254,3.538E5,8.243E1,2.010E1,6.100E1,4.900E1,1.990E2,5.664E2,5.047E2,5.700E2,5.127E2,2.201E3,2.442E2,8.758E2,6.496E2,7.258E2,7.769E2,5.798E2,1.207E2,9.179E-1,7.963E2,2.916E7,7.800E1,9.434E-1,8.453E-1,0.000E0,5.812E6,1.000E0,1.722E2,1.238E2,1.167E2,5.809E2,1.340E0,7.462E-1,9.888E-1
24,500-21-fb-24.png:0237-0276,4.372E5,8.465E1,2.020E1,6.400E1,4.700E1,2.010E2,6.138E2,6.210E2,6.186E2,6.179E2,2.444E3,2.374E2,9.923E2,7.616E2,7.571E2,7.569E2,7.355E2,1.568E2,9.200E-1,7.757E2,3.701E7,8.100E1,6.483E-1,5.706E-1,0.000E0,7.376E6,1.000E0,1.217E2,1.480E2,1.538E2,7.345E2,1.029E0,9.718E-1,9.891E-1
25,500-21-fb-25.png:0273-0290,3.824E5,9.410E1,2.103E1,6.800E1,5.700E1,2.140E2,6.456E2,5.302E2,6.492E2,5.299E2,2.242E3,3.114E2,9.072E2,6.787E2,7.482E2,7.389E2,6.590E2,9.813E1,9.559E-1,7.466E2,3.599E7,9.100E1,5.467E-1,6.679E-1,0.000E0,7.172E6,1.000E0,2.571E2,4.388E2,8.465E1,6.568E2,1.121E0,8.919E-1,9.923E-1
26,500-21-fb-26.png:0344-0264,3.360E5,9.892E1,2.139E1,8.800E1,6.100E1,2.010E2,5.935E2,3.682E2,5.941E2,3.735E2,2.117E3,2.621E2,7.123E2,6.586E2,6.765E2,6.703E2,6.382E2,1.293E2,9.417E-1,6.974E2,3.324E7,9.500E1,6.177E-1,8.746E-2,0.000E0,6.624E6,1.000E0,2.360E2,1.938E2,1.077E2,6.377E2,1.050E0,9.520E-1,9.869E-1
27,500-21-fb-27.png:0354-0210,3.011E5,1.053E2,2.069E1,8.000E1,6.700E1,2.010E2,4.730E2,3.506E2,4.759E2,3.571E2,2.036E3,1.680E2,6.787E2,6.070E2,6.563E2,6.974E2,5.497E2,5.539E1,9.126E-1,7.097E2,3.172E7,1.030E2,6.245E-1,5.475E-1,0.000E0,6.321E6,1.000E0,1.380E2,4.941E2,5.909E1,5.559E2,1.269E0,7.883E-1,9.924E-1
