# InitialCells = 2000
# Day	N	MeanArea	StdArea	MeanGrayMean	StdGrayMean	MeanGrayStdDev	StdGrayStdDev	MeanGrayMode	StdGrayMode	MeanGrayMin	StdGrayMin	MeanGrayMax	StdGrayMax	MeanCentroidX	StdCentroidX	MeanCentroidY	StdCentroidY	MeanCenterMassX	StdCenterMassX	MeanCenterMassY	StdCenterMassY	MeanPerimeter	StdPerimeter	MeanWidth	StdWidth	MeanHeight	StdHeight	MeanMajor	StdMajor	MeanMinor	StdMinor	MeanAngle	StdAngle	MeanCircularity	StdCircularity	MeanFeret	StdFeret	MeanIntDen	StdIntDen	MeanMedian	StdMedian	MeanSkew	StdSkew	MeanKurt	StdKurt	MeanRawIntDen	StdRawIntDen	MeanMinFeret	StdMinFeret	MeanAspectRatio	StdAspectRatio	MeanRound	StdRound	MeanSolidity	StdSolidity	MeanRadius	StdRadius	MeanEllipseArea	StdEllipseArea	MeanCircularity_calc	StdCircularity_calc	MeanIntDen_calc	StdIntDen_calc
1	27	207370	26024.5	129.833	26.4267	15.5052	2.2772	124.259	26.5353	82.8519	17.8384	204.222	30.5782	600.104	62.3404	627.185	93.6633	601.496	62.7866	628.441	93.1357	1808.81	152.724	553.607	66.5249	531.796	52.2345	578.815	49.8348	457.141	49.4376	109.313	56.9971	0.799204	0.0772429	596.174	42.8492	2.69456e+07	6.74524e+06	128.111	26.5596	0.558048	0.280499	1.51354	1.0744	5.37011e+06	1.34449e+06	469.856	48.0137	1.28933	0.253209	0.797063	0.118319	0.953037	0.0241033	256.407	16.5358	207366	26007	0.799232	0.0772395	2.69449e+07	6.74724e+06
2	9	193611	23814.4	93.7789	6.90753	14.3622	1.29446	89.6667	8.77496	58.7778	5.42627	164	8.544	619.922	90.1768	582.667	160.503	624.2	89.9852	585.889	160.248	1675.33	104.883	509.978	33.4025	523.667	42.8542	551.322	39.4222	447.467	49.9637	94.8233	44.5457	0.863822	0.0353971	565.289	36.67	1.81078e+07	2.29448e+06	91.7778	6.35959	0.744033	0.166273	1.16091	0.330464	3.60856e+06	457387	451.944	51.7166	1.24967	0.191296	0.815811	0.115707	0.972344	0.00700983	247.778	16.2437	193621	23821.2	0.863727	0.0352489	1.81061e+07	2.29664e+06
3	17	209324	25336.3	92.6729	3.74777	16.5447	1.14145	91.2353	4.10075	51.6471	4.64948	177.118	6.91811	530.976	96.1956	601.959	93.8377	530.506	96.795	603.424	92.5042	1764.53	112.673	523.494	43.4802	551.576	54.1627	563.924	41.2117	472.229	43.5234	105.136	37.2304	0.842418	0.0357221	586.865	39.0849	1.93547e+07	2.10557e+06	91.0588	3.71602	0.801447	0.164043	0.839916	0.517317	3.85741e+06	419738	477.588	40.8012	1.20382	0.140136	0.840359	0.0886081	0.9683	0.0108616	257.646	16.2341	209339	25337	0.84242	0.035741	1.93532e+07	2.10527e+06
6	17	294829	31695.3	97.1112	6.22265	20.3676	1.59295	96.4706	11.0968	53.0588	6.43691	191.824	11.1705	536.753	64.4406	540.212	111.526	535.029	66.4662	538.671	112.052	2047.12	101.285	626.141	58.3795	626.547	55.6024	664.206	39.2846	564.641	45.1811	99.5841	55.8199	0.881541	0.0291701	681.324	38.9359	2.86071e+07	3.37049e+06	97.7059	5.58754	0.3609	0.194037	0.0598994	0.41598	5.70159e+06	671736	568.829	48.6152	1.183	0.116741	0.851994	0.0728373	0.979759	0.00482663	305.909	16.8313	294828	31693.9	0.881548	0.0292749	2.86084e+07	3.36944e+06
7	47	299953	43917.7	94.044	5.81852	22.1406	1.86309	96.7234	13.7946	47.617	4.74824	193.085	17.2499	557.302	82.8494	607.585	111.218	558.291	84.7966	609.626	113.455	2046.51	151.117	624.2	50.2408	634.823	67.998	661.336	58.0381	575.362	44.354	94.3096	51.5998	0.895755	0.0242864	678.306	58.269	2.81594e+07	3.94241e+06	95.383	5.96567	0.165916	0.223063	-0.242241	0.396756	5.61213e+06	785591	579.209	43.278	1.15198	0.0950038	0.873343	0.0661144	0.982298	0.00442382	308.194	22.4752	299954	43919.1	0.895794	0.0242861	2.81594e+07	3.94203e+06
10	39	265769	51066.3	90.1623	7.22639	18.4641	1.80263	75.1538	13.0959	55.2051	4.78033	186.667	21.7574	570.818	86.9101	520.59	91.3581	571.469	89.5341	517.99	93.3764	1925.41	174.197	593.767	71.0617	590.1	53.7922	622.1	60.2909	540.128	56.7195	79.3156	49.964	0.893005	0.0211766	638.297	63.2171	2.3849e+07	4.15744e+06	88.4103	7.66303	0.673233	0.220589	0.121686	0.853926	4.75338e+06	828592	543.764	57.7038	1.156	0.0905126	0.870149	0.0661733	0.981223	0.00458323	289.622	27.1112	265776	51065.8	0.893041	0.0212671	2.38489e+07	4.15762e+06
13	34	264988	47073.4	93.2029	6.89499	21.4044	3.21395	75.5588	18.0944	54.5	7.41109	188.029	18.4086	563.176	103.722	566.482	94.2096	565.994	103.648	565.194	94.9411	1920.5	177.17	588.721	65.1588	598.418	63.8711	626.626	63.8923	534.912	53.2537	94.8221	45.3399	0.895871	0.0231093	643.818	64.758	2.46965e+07	4.71849e+06	91.9118	7.34999	0.531581	0.307456	-0.0791979	0.895566	4.92203e+06	940489	540.338	54.1902	1.175	0.0978338	0.856468	0.0668204	0.981409	0.00533299	289.246	26.5666	264988	47077	0.895857	0.0230631	2.46964e+07	4.71851e+06
17	28	244839	41332.9	72.6525	11.5988	14.8629	2.43898	63.25	14.7363	44.5714	10.308	153.571	21.4328	570.175	92.501	594.9	116.461	570.932	94.3976	599.121	115.573	1870.36	157.832	590.404	74.2832	572.882	82.2925	645.261	77.2119	482.621	63.3271	96.9107	54.8198	0.873114	0.0569996	658.896	76.9655	1.78047e+07	4.40962e+06	70.4643	11.8649	0.830319	0.396778	1.39451	1.42947	3.54854e+06	878881	489.011	60.1002	1.35896	0.252521	0.756114	0.117457	0.979146	0.0122585	278.055	25.3596	244858	41334.5	0.873135	0.0570573	1.78042e+07	4.41027e+06
21	36	266156	52171.6	95.5133	9.26793	19.2189	3.01711	79.5	12.5391	62.3611	7.73915	191.222	20.5497	563.144	68.7953	573.408	89.8895	564.856	68.6757	577.728	90.229	1934.44	184.5	620.042	69.7698	581.9	77.5824	653.581	66.5976	514.778	64.5373	104.353	57.561	0.884925	0.0373288	666.372	64.5517	2.52708e+07	4.7161e+06	92	9.54089	0.862906	0.359369	0.638579	0.995192	5.03656e+06	940047	522.875	62.6348	1.27906	0.132307	0.79	0.081731	0.977703	0.0117917	289.638	29.2188	266154	52171.5	0.884927	0.037284	2.52708e+07	4.71544e+06
