# InitialCells = 500
# Day	N	MeanArea	StdArea	MeanGrayMean	StdGrayMean	MeanGrayStdDev	StdGrayStdDev	MeanGrayMode	StdGrayMode	MeanGrayMin	StdGrayMin	MeanGrayMax	StdGrayMax	MeanCentroidX	StdCentroidX	MeanCentroidY	StdCentroidY	MeanCenterMassX	StdCenterMassX	MeanCenterMassY	StdCenterMassY	MeanPerimeter	StdPerimeter	MeanWidth	StdWidth	MeanHeight	StdHeight	MeanMajor	StdMajor	MeanMinor	StdMinor	MeanAngle	StdAngle	MeanCircularity	StdCircularity	MeanFeret	StdFeret	MeanIntDen	StdIntDen	MeanMedian	StdMedian	MeanSkew	StdSkew	MeanKurt	StdKurt	MeanRawIntDen	StdRawIntDen	MeanMinFeret	StdMinFeret	MeanAspectRatio	StdAspectRatio	MeanRound	StdRound	MeanSolidity	StdSolidity	MeanRadius	StdRadius	MeanEllipseArea	StdEllipseArea	MeanCircularity_calc	StdCircularity_calc	MeanIntDen_calc	StdIntDen_calc
1	17	88588.2	21613.2	147.147	17.0425	14.5574	2.74632	143.941	15.2088	97	15.4717	204.882	29.4976	589.694	73.6574	580.241	39.283	589.771	74.0121	580.735	39.5074	1282.76	197.455	365.912	76.5793	362.229	68.5246	393.235	65.8122	284.135	37.6854	95.7906	51.6932	0.674194	0.0685399	423.018	68.5339	1.31135e+07	3.74123e+06	146.412	16.5532	0.0571643	0.239416	2.2451	1.44792	2.61329e+06	745497	304.141	45.1153	1.39547	0.24039	0.735218	0.116504	0.915094	0.0299977	166.621	21.5258	88583.7	21608.4	0.674184	0.0685222	1.31124e+07	3.74004e+06
2	29	104269	15437	101.436	5.62976	13.031	1.35004	96.069	5.20941	62.2414	8.71229	160	8.34095	593.428	72.7251	609.879	112.519	594.414	73.0182	611.128	111.967	1322	121.015	385.741	57.4808	394.555	46.8291	425.331	51.2091	312.272	27.7617	84.147	50.6309	0.749769	0.0513418	443.948	50.1002	1.05692e+07	1.6207e+06	99.8966	5.7093	0.498158	0.167578	0.983124	0.827248	2.10628e+06	322869	325.159	31.8651	1.37383	0.220888	0.744562	0.109403	0.941559	0.0175279	181.712	13.2992	104265	15438.3	0.749824	0.0514317	1.05684e+07	1.62031e+06
3	35	104507	21209.5	107.387	4.73479	14.9754	1.25351	103.057	6.88538	62.4	5.15752	174.4	8.48944	551.371	47.1146	567.52	80.0094	551.334	47.6845	567.503	80.2433	1337.14	163.571	386.494	74.5905	396.48	52.9297	429.686	67.2078	309.177	39.9044	103.892	45.9732	0.732289	0.069939	450.36	64.4222	1.11912e+07	2.18452e+06	105.971	4.96746	0.444835	0.139828	0.581577	0.432282	2.23026e+06	435350	323.911	41.5336	1.41217	0.284414	0.73466	0.138277	0.93554	0.0189796	181.407	19.1721	104513	21210.2	0.732358	0.0699415	1.11908e+07	2.18456e+06
6	32	189647	27537.5	115.191	6.58083	16.6388	1.27328	113.188	6.77013	69.8438	8.39012	188.469	8.76203	564.469	67.1971	597.15	94.6319	565.659	67.6672	597.384	94.9455	1705.47	138.093	516.463	66.3386	508.275	61.7813	555.456	59.2459	434.734	45.3942	77.8279	53.4367	0.817281	0.0466481	578.978	60.1397	2.17528e+07	2.73728e+06	114.5	6.41068	0.285369	0.157056	0.304446	0.522549	4.33538e+06	545489	444.297	44.2283	1.29109	0.19897	0.790803	0.110537	0.966728	0.00977588	245.049	18.1031	189648	27532.9	0.817224	0.0466634	2.17531e+07	2.73734e+06
7	37	220854	36464.1	115.308	6.21814	16.88	1.53222	111.811	5.62157	71.4054	7.72967	197.243	12.1138	587.395	79.1091	590.116	111.748	592.019	81.0014	589.214	112.383	1756.32	152.212	540.392	57.8788	557.816	78.6406	591.87	62.105	473.803	51.074	101.485	49.1473	0.89493	0.0358343	606.622	58.7957	2.5323e+07	3.43863e+06	114.081	5.82322	0.349788	0.201711	1.11793	0.548136	5.04695e+06	685171	477.043	48.9074	1.26043	0.179266	0.805476	0.0898997	0.981819	0.00553498	264.26	21.896	220855	36473	0.894991	0.0358267	2.53244e+07	3.43884e+06
10	38	333026	53014.4	96.0145	5.94593	18.7855	1.67829	92.0263	11.8698	55.3158	6.05428	192.132	15.3556	548.537	73.7836	549.195	107.738	551.137	75.2623	545.989	109.072	2123.13	175.943	669.874	65.5855	663.276	75.0716	705.424	70.1829	599.953	66.2854	73.8331	51.5865	0.923768	0.0361147	720.589	71.3329	3.19858e+07	5.40303e+06	95.1579	6.02933	0.461618	0.223438	0.509886	0.652202	6.37482e+06	1.07667e+06	604.239	63.7112	1.18821	0.174668	0.856111	0.103632	0.985926	0.00555122	324.568	26.0523	333034	53020.1	0.923727	0.0361534	3.19864e+07	5.40193e+06
13	28	335375	57474.6	89.5136	8.84765	22.4871	2.72853	72.4286	18.5221	47.8929	8.82899	197.321	12.8439	565.796	75.3722	576.429	86.3062	571.386	75.1775	576.825	88.6127	2146.36	197.535	651.446	82.6969	684.396	61.1894	698.293	62.6042	608.179	68.0907	80.2104	43.8897	0.908357	0.0278923	717.636	65.1269	2.98564e+07	5.16907e+06	87.3571	10.2423	0.661479	0.273876	0.523819	0.811866	5.9505e+06	1.0302e+06	612.6	66.9972	1.15718	0.122903	0.872775	0.0842813	0.981829	0.0046749	325.463	29.2806	335366	57464.4	0.908407	0.0278811	2.98574e+07	5.16973e+06
17	40	305852	64919.1	88.9112	13.9256	19.952	3.52315	71.725	16.0288	53.55	10.0994	206.175	23.0772	562.342	75.166	569.225	99.9738	563.163	77.7283	570.355	100.967	2035.53	215.547	642.938	73.0786	633.8	83.2762	681.15	77.6101	567.663	77.4012	98.2204	54.327	0.918342	0.0489289	693.077	78.5449	2.7098e+07	6.94244e+06	85.925	14.6259	0.90537	0.331092	1.39043	1.16585	5.40055e+06	1.38357e+06	571	77.0872	1.21362	0.168087	0.837185	0.0992007	0.987032	0.00855325	310.289	33.234	305846	64916.1	0.9184	0.0489465	2.70983e+07	6.9437e+06
21	27	299493	80994.4	96.8107	9.9241	20.76	3.40316	77.7778	10.8	60.6296	7.69689	202.963	21.7069	594.256	54.7082	541.285	89.7789	596.522	54.6066	541.496	88.5961	1998.33	277.109	608.111	94.2051	636.078	86.8206	648.778	88.4731	577.37	94.7534	94.7837	42.729	0.922563	0.0320694	663.881	90.2834	2.89983e+07	7.99129e+06	93.2593	10.4535	0.782122	0.256892	0.925515	1.10791	5.77907e+06	1.59258e+06	577.293	94.8318	1.13478	0.116213	0.889307	0.0821861	0.988467	0.00668736	305.699	44.183	299490	80992	0.922652	0.0321426	2.89964e+07	7.99179e+06
