Day,ModelRadius,ModelArea,ModelGrayMean,ModelIntDen,ModelCircularity,ModelFeret,ModelPerimeter,ModelTotalH,TouchesBoundary
0.0,253.91238742392022,202543.19229685946,110.47141751612011,22375233.561274163,0.8883854912807458,513.913505917129,1692.633876849155,122385.27764580467,False
0.1,254.70533457482355,203810.2185221303,109.933393458174,22405548.943589773,0.8939428625398749,514.2655919434718,1692.633876849155,122410.94723054269,False
0.2,254.70533457482355,203810.2185221303,109.77024474825538,22372297.569369655,0.8939428625398749,514.2655919434718,1692.633876849155,122442.9522010086,False
0.3,255.15734084799547,204534.23350799928,109.41082625593305,22378259.485734146,0.8971185032593768,514.7932694746224,1692.633876849155,122468.61077244916,False
0.4,255.49582077683897,205077.24474740107,109.07864565969761,22369548.112668846,0.8995002337990037,515.9347193671001,1692.633876849155,122500.90477117186,False
0.5,255.83385288159405,205620.25598680283,108.78105924289319,22367589.248039264,0.8901210355171753,516.373066701369,1703.7793392824685,122527.02005003484,False
0.6,256.0589597028676,205982.26347973733,108.54141407471116,22357606.152400423,0.8916881500163253,517.1611556117485,1703.7793392824685,122553.46729455124,False
0.7,256.50858069831133,206706.27846560636,108.16097137679287,22357551.86852183,0.8948223790146252,517.423585173096,1703.7793392824685,122587.09687322295,False
0.8,257.06950107227084,207611.29719794265,107.76094431002836,22372389.435480244,0.8987401652625,518.6465007292065,1703.7793392824685,122614.53070345521,False
0.9,257.51735768544535,208335.31218381168,107.41956818134037,22379289.27170979,0.9018743942608,520.0405971560191,1703.7793392824685,122642.49383864607,False
1.0,257.7409941650091,208697.31967674618,107.15882016929413,22363758.549054135,0.9034415087599499,521.6045019059884,1703.7793392824685,122678.26363131337,False
1.1,257.8527396695721,208878.32342321347,106.98396335254881,22346630.898250908,0.904225066009525,521.6045019059884,1703.7793392824685,122707.5825703968,False
1.2,258.187685997831,209421.3346626152,106.67367791285123,22339744.00187924,0.8900317766957823,523.2502193024224,1719.5414034145797,122745.16930225819,False
1.3,258.74496634833065,210326.35339495147,106.29019624775903,22355629.37842491,0.8938780678655999,523.4231517104496,1719.5414034145797,122776.02735654332,False
1.4,258.9675427046262,210688.360887886,106.06822266094112,22347339.974725008,0.8954165843335269,523.768845235601,1719.5414034145797,122807.61614234347,False
1.5,259.4676414183244,211502.87774698867,105.68913171384851,22353555.504059486,0.8873381404341889,524.2869581429969,1730.6868658478932,122848.16579915099,False
1.6,259.68959838057015,211864.88523992317,105.4719671389158,22345806.213915344,0.888856904902198,524.2869581429969,1730.686865847893,122881.48151860492,False
1.7,260.24366258709546,212769.90397225943,105.07502223018956,22356802.38980046,0.8926538160722203,525.235504401984,1730.686865847893,122924.25004833369,False
1.8,260.57553561790195,213312.9152116612,104.81196098593192,22357744.946960036,0.8949319627742331,525.838233867643,1730.6868658478932,122959.38223253706,False
