 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,8000-1-fb-5.png:0228-0267,3.999E5,1.098E2,1.589E1,1.080E2,7.300E1,2.170E2,5.845E2,6.262E2,5.826E2,6.307E2,2.362E3,2.307E2,9.990E2,7.347E2,7.302E2,7.322E2,6.954E2,2.122E1,9.008E-1,7.649E2,4.392E7,1.080E2,9.028E-1,3.256E0,0.000E0,8.753E6,1.000E0,1.601E2,3.740E2,5.530E1,6.784E2,1.053E0,9.497E-1,9.769E-1
2,8000-1-fb-6.png:0271-0219,4.385E5,1.127E2,1.396E1,1.090E2,7.900E1,2.040E2,5.110E2,5.468E2,5.123E2,5.457E2,2.432E3,1.098E2,9.139E2,7.638E2,7.549E2,7.540E2,7.405E2,6.568E1,9.316E-1,7.916E2,4.941E7,1.110E2,1.022E0,2.094E0,0.000E0,9.848E6,1.000E0,6.426E1,3.329E2,3.215E1,7.368E2,1.018E0,9.821E-1,9.799E-1
3,8000-1-fb-7.png:0233-0235,2.901E5,1.037E2,1.636E1,9.400E1,7.500E1,1.970E2,5.246E2,6.151E2,5.294E2,6.075E2,1.985E3,2.128E2,9.094E2,6.272E2,5.757E2,6.315E2,5.849E2,1.081E1,9.250E-1,6.459E2,3.009E7,9.900E1,1.151E0,1.146E0,0.000E0,5.997E6,1.000E0,9.692E1,2.908E2,1.820E1,5.709E2,1.080E0,9.262E-1,9.881E-1
4,8000-1-fb-8.png:0224-0260,4.538E5,1.154E2,1.674E1,1.090E2,7.300E1,2.080E2,5.945E2,6.451E2,5.933E2,6.435E2,2.456E3,1.926E2,1.024E3,7.818E2,7.638E2,7.969E2,7.250E2,3.732E1,9.454E-1,8.053E2,5.234E7,1.140E2,6.523E-1,2.041E0,0.000E0,1.043E7,1.000E0,9.481E1,2.813E2,2.349E1,7.286E2,1.099E0,9.098E-1,9.844E-1
5,8000-1-fb-9.png:0209-0252,3.009E5,9.578E1,1.552E1,9.100E1,6.000E1,1.830E2,5.657E2,6.698E2,5.674E2,6.656E2,2.027E3,2.061E2,9.677E2,7.190E2,5.824E2,6.923E2,5.533E2,1.738E2,9.205E-1,7.212E2,2.882E7,9.300E1,1.176E0,1.016E0,0.000E0,5.743E6,1.000E0,9.218E1,2.060E2,1.741E2,5.650E2,1.251E0,7.992E-1,9.835E-1
6,8000-1-fb-10.png:0228-0263,3.356E5,9.494E1,1.318E1,9.100E1,6.700E1,2.080E2,5.996E2,6.413E2,6.010E2,6.433E2,2.135E3,2.307E2,9.565E2,7.168E2,6.474E2,7.149E2,5.976E2,1.442E2,9.251E-1,7.370E2,3.186E7,9.300E1,1.682E0,7.460E0,0.000E0,6.350E6,1.000E0,1.043E2,1.686E2,1.653E2,6.070E2,1.196E0,8.359E-1,9.828E-1
7,8000-1-fb-11.png:0204-0237,4.436E5,1.054E2,1.667E1,9.400E1,6.900E1,2.110E2,5.275E2,6.705E2,5.236E2,6.661E2,2.441E3,1.389E2,1.075E3,7.862E2,7.773E2,7.532E2,7.499E2,1.693E2,9.355E-1,7.853E2,4.677E7,1.030E2,1.010E0,2.591E0,0.000E0,9.321E6,1.000E0,1.780E2,3.756E2,7.644E1,7.400E2,1.004E0,9.956E-1,9.829E-1
8,8000-1-fb-12.png:0201-0228,3.930E5,1.260E2,1.677E1,1.090E2,9.100E1,2.300E2,5.131E2,6.962E2,5.108E2,6.894E2,2.364E3,1.411E2,1.033E3,7.392E2,6.787E2,7.909E2,6.327E2,1.526E2,8.841E-1,8.336E2,4.953E7,1.230E2,7.005E-1,1.483E0,0.000E0,9.871E6,1.000E0,8.217E1,9.376E1,1.387E2,6.442E2,1.250E0,7.999E-1,9.711E-1
9,8000-1-fb-13.png:0268-0268,3.477E5,1.086E2,9.304E0,1.090E2,8.200E1,1.800E2,6.141E2,5.420E2,6.130E2,5.414E2,2.243E3,2.554E2,8.938E2,6.922E2,7.011E2,7.101E2,6.234E2,4.814E1,8.687E-1,7.314E2,3.776E7,1.080E2,7.667E-1,8.944E0,0.000E0,7.526E6,1.000E0,1.775E2,3.987E2,5.254E1,6.219E2,1.139E0,8.779E-1,9.748E-1
10,8000-1-fb-14.png:0274-0254,4.215E5,1.191E2,1.322E1,1.170E2,8.600E1,1.980E2,5.746E2,5.303E2,5.731E2,5.318E2,2.398E3,1.859E2,8.893E2,7.661E2,7.190E2,7.556E2,7.103E2,2.034E0,9.212E-1,7.811E2,5.019E7,1.180E2,8.143E-1,2.092E0,0.000E0,1.000E7,1.000E0,1.254E2,3.945E2,4.365E1,7.113E2,1.064E0,9.399E-1,9.792E-1
