 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,8000-3-fb-1.png:0258-0227,2.787E5,5.528E1,8.281E0,4.900E1,3.500E1,9.900E1,5.209E2,5.520E2,5.237E2,5.511E2,1.986E3,2.083E2,8.781E2,6.026E2,6.250E2,6.161E2,5.760E2,7.039E1,8.875E-1,6.393E2,1.540E7,5.400E1,7.013E-1,-7.407E-1,0.000E0,3.070E6,1.000E0,1.780E2,3.919E2,7.260E1,5.855E2,1.070E0,9.349E-1,9.797E-1
2,8000-3-fb-2.png:0202-0264,3.042E5,5.881E1,1.201E1,5.000E1,3.400E1,1.330E2,5.853E2,6.877E2,5.895E2,6.917E2,1.995E3,2.822E2,1.017E3,6.205E2,6.518E2,6.479E2,5.977E2,7.586E1,9.601E-1,6.676E2,1.789E7,5.600E1,1.076E0,1.115E0,0.000E0,3.565E6,1.000E0,1.849E2,3.271E2,6.230E1,6.028E2,1.084E0,9.225E-1,9.912E-1
3,8000-3-fb-3.png:0209-0219,2.916E5,6.043E1,1.137E1,5.100E1,3.600E1,1.380E2,4.925E2,6.836E2,4.939E2,6.896E2,1.977E3,1.658E2,9.699E2,6.496E2,5.891E2,6.522E2,5.692E2,1.593E2,9.378E-1,6.645E2,1.762E7,5.700E1,1.100E0,7.352E-1,0.000E0,3.512E6,1.000E0,7.585E1,1.470E2,1.569E2,5.683E2,1.146E0,8.727E-1,9.868E-1
4,8000-3-fb-4.png:0253-0237,2.719E5,5.726E1,9.985E0,5.000E1,3.700E1,1.220E2,5.332E2,5.721E2,5.337E2,5.732E2,1.923E3,2.173E2,8.624E2,6.272E2,5.690E2,6.153E2,5.626E2,6.685E-1,9.238E-1,6.289E2,1.557E7,5.500E1,1.145E0,1.273E0,0.000E0,3.103E6,1.000E0,9.850E1,2.781E2,7.872E0,5.655E2,1.094E0,9.145E-1,9.840E-1
5,8000-3-fb-5.png:0239-0263,3.096E5,5.833E1,1.177E1,4.900E1,3.400E1,1.110E2,5.837E2,5.842E2,5.828E2,5.959E2,2.059E3,3.002E2,9.632E2,5.802E2,7.101E2,7.074E2,5.573E2,1.056E2,9.181E-1,7.416E2,1.806E7,5.600E1,7.419E-1,-4.884E-1,0.000E0,3.599E6,1.000E0,2.060E2,8.428E1,1.099E2,5.751E2,1.269E0,7.878E-1,9.862E-1
6,8000-3-fb-6.png:0265-0236,2.607E5,5.604E1,9.092E0,4.900E1,3.500E1,1.040E2,5.401E2,5.404E2,5.420E2,5.411E2,1.838E3,2.307E2,8.467E2,5.981E2,5.936E2,5.945E2,5.583E2,4.863E1,9.701E-1,5.967E2,1.461E7,5.400E1,6.490E-1,-1.157E0,0.000E0,2.912E6,1.000E0,1.038E2,2.665E2,1.752E2,5.462E2,1.065E0,9.390E-1,9.939E-1
7,8000-3-fb-7.png:0251-0245,2.824E5,5.868E1,1.050E1,5.000E1,3.400E1,1.210E2,5.586E2,5.757E2,5.540E2,5.713E2,1.955E3,2.486E2,8.893E2,6.003E2,6.160E2,6.110E2,5.885E2,7.555E1,9.281E-1,6.301E2,1.657E7,5.600E1,9.300E-1,1.370E-1,0.000E0,3.303E6,1.000E0,2.239E2,1.190E2,1.069E2,5.908E2,1.038E0,9.633E-1,9.900E-1
8,8000-3-fb-8.png:0255-0255,2.672E5,5.872E1,9.879E0,5.100E1,3.400E1,1.140E2,5.607E2,5.718E2,5.604E2,5.701E2,1.895E3,2.688E2,8.646E2,6.070E2,5.846E2,6.017E2,5.653E2,1.433E2,9.351E-1,6.156E2,1.569E7,5.700E1,8.077E-1,-2.300E-1,0.000E0,3.127E6,1.000E0,1.217E2,2.107E2,1.678E2,5.583E2,1.064E0,9.395E-1,9.859E-1
9,8000-3-fb-9.png:0313-0275,2.515E5,5.592E1,9.245E0,5.000E1,3.500E1,1.300E2,6.207E2,4.438E2,6.254E2,4.467E2,1.806E3,3.360E2,7.437E2,5.622E2,6.003E2,5.974E2,5.361E2,6.356E1,9.686E-1,6.144E2,1.407E7,5.400E1,1.337E0,1.938E0,0.000E0,2.803E6,1.000E0,2.297E2,4.419E2,6.989E1,5.353E2,1.114E0,8.975E-1,9.913E-1
10,8000-3-fb-10.png:0285-0250,2.294E5,5.640E1,8.243E0,5.000E1,3.600E1,1.090E2,5.564E2,4.985E2,5.623E2,5.004E2,1.734E3,2.957E2,7.907E2,5.286E2,5.712E2,5.592E2,5.224E2,6.843E1,9.590E-1,5.743E2,1.294E7,5.500E1,1.200E0,2.599E0,0.000E0,2.579E6,1.000E0,2.233E2,4.130E2,8.292E1,5.193E2,1.070E0,9.343E-1,9.893E-1
