seed,error,success,message,iterations,function_evaluations,valid_fit,lambda_,delta,k_n,k_p,k_d,alpha,beta,mu,R0,time_scale,pixel_scale,intensity_scale
4,134.8109411201522,False,Maximum number of iterations has been exceeded.,8,1411,True,7.996687478680954,0.006054154199950262,0.3179628510987572,0.21197558545801662,0.16660792403404195,6.123520981982931,3.733789861194357,2.358085520199442,0.44034859174941304,0.08317487227464049,641.7193099919731,210.0749045930191
3,139.1409919456058,False,Maximum number of iterations has been exceeded.,8,1801,True,6.855148610263576,0.01744694297275133,0.5581171152174172,0.41314145746151204,0.28673288437463573,6.456455088578217,1.1883539312827123,2.583400773225688,0.44968538550909676,0.09021798637775723,627.1241226189021,214.28376889321564
5,144.7205154171373,False,Maximum number of iterations has been exceeded.,8,1424,True,5.64239928946086,0.028903311486397586,0.7491910155962113,0.24485043938595588,0.35530196118255375,5.244034274218426,1.9180784927362888,1.9823561280911064,0.42815764300465686,0.05060391247339849,648.8229399262275,203.07198879846223
1,145.6735663321507,False,Maximum number of iterations has been exceeded.,8,1554,True,2.771075153989781,0.020201260869309942,0.9966381188730185,0.3253887776131072,0.3224638000336216,4.44976709307938,0.6881281749156656,2.041167678760833,0.4392889751683199,0.13396570507669892,649.8795897711808,224.95088031521578
2,148.12371564712237,False,Maximum number of iterations has been exceeded.,8,1476,True,9.67302557242975,0.0025269291610041933,0.9308625357847954,0.3487502673066825,0.13331345859511448,4.215640696284228,4.465289163219848,1.381270023247822,0.4462893193183536,0.13969182363630742,639.6343974497568,223.95267922399572
