seed,error,success,message,iterations,function_evaluations,valid_fit,lambda_,delta,k_n,k_p,k_d,alpha,beta,mu,R0,time_scale,pixel_scale,intensity_scale
3,25.288772318913043,False,Maximum number of iterations has been exceeded.,150,36513,True,8.268465302669995,0.0022958301372653887,0.520376563700212,0.40242278424214123,0.17288529157893423,7.308094367560994,0.4331560769068461,1.1599952150663984,0.44981430105537623,0.030441988002826992,609.3664191575126,200.28928491991388
2,25.377815872973926,False,Maximum number of iterations has been exceeded.,150,36513,True,6.064792880754803,0.0008683536429120488,0.4186991435652019,0.3345141447893157,0.19335103847613194,7.364747622642014,0.5307198539144862,1.260170292034181,0.44976349837631024,0.030032082354135514,609.5967237161942,200.92077741093476
1,25.479970345433333,False,Maximum number of iterations has been exceeded.,150,36513,True,6.607267446472102,0.0007411820647396893,0.5357441312341099,0.46058680800665774,0.3327311580140308,7.848353509481384,0.4809798424053948,1.2184685471465688,0.4496979737795383,0.031093972971018846,610.7690917818093,200.17641896994323
4,25.715745929594004,False,Maximum number of iterations has been exceeded.,150,36513,True,3.6720643984419734,0.005540671269107636,0.8814539280296245,0.21317044117696593,0.3481162452730025,6.699125587044858,0.7023008310668439,1.0034075374243017,0.44764574633949955,0.03011687385122508,606.6687799304292,200.23784621336833
5,26.063548125967262,False,Maximum number of iterations has been exceeded.,150,36513,True,2.2113272445503926,0.0033027906134120745,0.9967798787781872,0.3591508383500161,0.301064884093023,7.254978098495397,1.54416723779504,0.5795926914724916,0.4437346059558182,0.031355405093065225,614.2513799731001,200.1617890797861
