 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,2000-13-fb-1.png:0134-0269,2.689E5,1.002E2,2.728E1,6.000E1,5.100E1,2.120E2,6.024E2,8.392E2,6.078E2,8.383E2,1.969E3,2.867E2,1.122E3,6.339E2,5.578E2,6.491E2,5.275E2,2.408E1,8.720E-1,6.666E2,2.695E7,1.010E2,2.808E-1,-4.067E-1,0.000E0,5.371E6,1.000E0,1.408E2,2.107E2,2.848E1,5.420E2,1.231E0,8.125E-1,9.794E-1
2,2000-13-fb-2.png:0227-0269,2.586E5,9.143E1,2.105E1,9.700E1,5.300E1,1.980E2,5.997E2,6.437E2,5.994E2,6.397E2,1.921E3,2.912E2,9.251E2,6.227E2,5.802E2,6.227E2,5.288E2,3.927E1,8.804E-1,6.508E2,2.364E7,9.200E1,7.223E-1,1.147E0,0.000E0,4.712E6,1.000E0,1.551E2,3.082E2,3.265E1,5.278E2,1.178E0,8.492E-1,9.761E-1
3,2000-13-fb-3.png:0281-0259,2.884E5,9.620E1,1.929E1,9.700E1,5.800E1,1.870E2,5.863E2,5.225E2,5.862E2,5.277E2,2.013E3,2.688E2,8.198E2,6.250E2,6.115E2,6.222E2,5.903E2,1.404E2,8.945E-1,6.518E2,2.775E7,9.500E1,7.579E-1,6.629E-1,0.000E0,5.530E6,1.000E0,1.250E2,2.118E2,1.555E2,5.827E2,1.054E0,9.487E-1,9.763E-1
4,2000-13-fb-4.png:0251-0234,3.107E5,9.482E1,2.413E1,6.200E1,5.200E1,1.840E2,5.300E2,5.769E2,5.230E2,5.767E2,2.076E3,2.083E2,9.117E2,6.317E2,6.608E2,6.906E2,5.729E2,5.324E1,9.062E-1,7.077E2,2.946E7,9.500E1,2.271E-1,-7.891E-1,0.000E0,5.872E6,1.000E0,1.313E2,3.733E2,4.969E1,5.806E2,1.205E0,8.296E-1,9.805E-1
5,2000-13-fb-5.png:0255-0266,3.206E5,8.907E1,2.338E1,6.000E1,4.900E1,1.760E2,5.961E2,5.677E2,5.970E2,5.703E2,2.106E3,2.755E2,9.072E2,6.406E2,6.675E2,6.672E2,6.119E2,1.163E2,9.089E-1,6.912E2,2.856E7,8.800E1,2.808E-1,-7.906E-1,0.000E0,5.692E6,1.000E0,2.065E2,1.197E2,1.141E2,6.151E2,1.090E0,9.170E-1,9.866E-1
6,2000-13-fb-7.png:0267-0274,3.120E5,8.880E1,2.498E1,6.100E1,4.600E1,1.940E2,6.110E2,5.653E2,6.183E2,5.668E2,2.107E3,3.270E2,9.162E2,5.734E2,7.414E2,7.342E2,5.410E2,1.054E2,8.833E-1,7.487E2,2.770E7,8.500E1,4.950E-1,-6.338E-1,0.000E0,5.521E6,1.000E0,2.293E2,1.027E2,9.985E1,5.435E2,1.357E0,7.369E-1,9.848E-1
7,2000-13-fb-8.png:0258-0250,2.846E5,8.825E1,2.291E1,5.700E1,4.400E1,1.770E2,5.576E2,5.660E2,5.572E2,5.655E2,1.995E3,2.554E2,8.624E2,6.115E2,5.914E2,6.229E2,5.818E2,1.545E2,8.987E-1,6.409E2,2.512E7,9.100E1,9.066E-2,-7.832E-1,0.000E0,5.006E6,1.000E0,1.297E2,1.779E2,1.429E2,5.848E2,1.071E0,9.341E-1,9.863E-1
8,2000-13-fb-9.png:0341-0220,3.234E5,9.624E1,2.177E1,1.110E2,5.300E1,1.850E2,4.936E2,3.849E2,5.073E2,3.983E2,2.194E3,1.702E2,7.258E2,6.474E2,6.922E2,7.255E2,5.675E2,5.734E1,8.439E-1,7.357E2,3.112E7,9.800E1,2.067E-1,-4.442E-1,0.000E0,6.202E6,1.000E0,1.228E2,4.649E2,5.187E1,5.877E2,1.278E0,7.822E-1,9.704E-1
9,2000-13-fb-10.png:0259-0264,2.966E5,9.045E1,2.347E1,9.400E1,4.700E1,2.120E2,5.873E2,5.686E2,5.854E2,5.749E2,2.055E3,2.733E2,8.691E2,6.384E2,6.115E2,6.475E2,5.833E2,1.412E2,8.823E-1,6.708E2,2.683E7,9.000E1,5.544E-1,3.047E-1,0.000E0,5.347E6,1.000E0,1.641E2,1.377E2,1.243E2,5.910E2,1.110E0,9.008E-1,9.775E-1
10,2000-13-fb-11.png:0232-0198,1.865E5,7.731E1,1.650E1,5.700E1,4.700E1,1.540E2,4.459E2,6.434E2,4.521E2,6.484E2,1.635E3,2.128E2,8.870E2,4.614E2,5.242E2,5.166E2,4.596E2,9.160E1,8.761E-1,5.351E2,1.442E7,7.700E1,3.435E-1,-2.290E-1,0.000E0,2.873E6,1.000E0,1.980E2,3.484E2,7.510E1,4.564E2,1.124E0,8.898E-1,9.802E-1
