 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,2000-10-fb-1.png:0251-0237,2.545E5,1.048E2,2.013E1,8.700E1,6.300E1,1.990E2,5.315E2,5.674E2,5.300E2,5.684E2,1.919E3,2.643E2,9.072E2,5.331E2,6.518E2,6.567E2,4.934E2,1.128E2,8.687E-1,6.598E2,2.668E7,1.020E2,5.617E-1,-7.072E-2,0.000E0,5.318E6,1.000E0,2.017E2,1.144E2,1.077E2,4.950E2,1.331E0,7.513E-1,9.832E-1
2,2000-10-fb-2.png:0275-0250,2.504E5,1.060E2,2.156E1,8.200E1,6.400E1,2.030E2,5.551E2,5.273E2,5.535E2,5.205E2,1.886E3,2.554E2,8.042E2,6.093E2,5.510E2,6.199E2,5.143E2,2.590E1,8.844E-1,6.338E2,2.653E7,1.050E2,3.789E-1,-4.908E-1,0.000E0,5.288E6,1.000E0,1.218E2,3.399E2,2.657E1,5.171E2,1.205E0,8.296E-1,9.775E-1
3,2000-10-fb-3.png:0286-0232,2.566E5,9.681E1,1.823E1,8.200E1,6.300E1,2.050E2,5.244E2,5.020E2,5.166E2,4.883E2,1.936E3,2.240E2,7.952E2,5.936E2,5.824E2,6.451E2,5.064E2,4.297E1,8.607E-1,6.601E2,2.484E7,9.500E1,8.332E-1,4.986E-1,0.000E0,4.950E6,1.000E0,1.313E2,3.892E2,4.405E1,5.194E2,1.274E0,7.849E-1,9.784E-1
4,2000-10-fb-4.png:0295-0264,2.450E5,1.036E2,2.000E1,1.130E2,5.900E1,1.870E2,5.899E2,4.849E2,5.942E2,4.783E2,1.840E3,3.114E2,7.616E2,5.622E2,5.578E2,5.636E2,5.536E2,1.322E2,9.096E-1,5.820E2,2.540E7,1.050E2,1.053E-1,-5.232E-1,0.000E0,5.061E6,1.000E0,1.768E2,1.959E2,1.319E2,5.562E2,1.018E0,9.822E-1,9.870E-1
5,2000-10-fb-5.png:0272-0276,2.284E5,1.018E2,1.958E1,1.010E2,6.200E1,2.180E2,6.153E2,5.430E2,6.177E2,5.418E2,1.821E3,3.718E2,8.422E2,4.928E2,6.160E2,6.039E2,4.816E2,9.579E1,8.659E-1,6.150E2,2.327E7,1.010E2,9.919E-1,2.627E0,0.000E0,4.637E6,1.000E0,2.531E2,1.355E2,9.265E1,4.910E2,1.254E0,7.975E-1,9.850E-1
6,2000-10-fb-6.png:0329-0237,1.809E5,8.957E1,1.584E1,7.600E1,5.900E1,1.840E2,5.280E2,3.969E2,5.270E2,3.925E2,1.608E3,2.979E2,6.541E2,4.659E2,4.928E2,4.906E2,4.696E2,9.262E1,8.797E-1,5.048E2,1.621E7,8.700E1,8.061E-1,1.109E-1,0.000E0,3.230E6,1.000E0,1.753E2,4.331E2,6.777E1,4.616E2,1.045E0,9.571E-1,9.754E-1
7,2000-10-fb-7.png:0280-0265,3.643E5,9.596E1,1.798E1,9.700E1,5.800E1,1.790E2,5.959E2,5.242E2,5.892E2,5.200E2,2.288E3,2.106E2,8.310E2,7.661E2,6.272E2,7.670E2,6.048E2,1.466E1,8.746E-1,7.757E2,3.496E7,9.600E1,4.855E-1,3.096E-1,0.000E0,6.968E6,1.000E0,1.038E2,3.378E2,2.115E1,6.209E2,1.268E0,7.886E-1,9.795E-1
8,2000-10-fb-8.png:0303-0260,2.484E5,1.018E2,2.206E1,9.800E1,6.100E1,2.280E2,5.776E2,4.600E2,5.843E2,4.592E2,1.897E3,2.890E2,7.616E2,5.891E2,5.936E2,6.123E2,5.165E2,3.847E1,8.672E-1,6.283E2,2.528E7,1.000E2,7.922E-1,1.160E0,0.000E0,5.038E6,1.000E0,1.514E2,3.950E2,3.384E1,5.084E2,1.186E0,8.435E-1,9.742E-1
9,2000-10-fb-9.png:0381-0167,2.095E5,8.690E1,1.740E1,8.400E1,5.300E1,1.710E2,3.649E2,2.944E2,3.607E2,2.922E2,1.723E3,1.277E2,5.712E2,4.950E2,5.600E2,5.518E2,4.835E2,9.678E1,8.872E-1,5.719E2,1.821E7,8.400E1,9.614E-1,3.737E-1,0.000E0,3.629E6,1.000E0,1.218E2,2.573E2,1.066E2,4.910E2,1.141E0,8.762E-1,9.789E-1
10,2000-10-fb-10.png:0296-0218,2.978E5,8.278E1,1.597E1,6.400E1,5.400E1,1.580E2,4.955E2,4.828E2,4.918E2,4.812E2,2.013E3,1.747E2,7.885E2,6.272E2,6.138E2,6.295E2,6.024E2,1.735E2,9.232E-1,6.349E2,2.465E7,8.100E1,6.660E-1,-7.295E-1,0.000E0,4.914E6,1.000E0,7.942E1,3.119E2,1.461E1,6.016E2,1.045E0,9.571E-1,9.840E-1
