Day,ModelTotalH,TouchesBoundary,EmpiricalRadius,ModelRadius,StdRadius,ResidualRadius,EmpiricalGrayMean,ModelGrayMean,StdGrayMean,ResidualGrayMean,EmpiricalIntDen,ModelIntDen,StdIntDen,ResidualIntDen,EmpiricalFeret,ModelFeret,StdFeret,ResidualFeret,EmpiricalPerimeter,ModelPerimeter,StdPerimeter,ResidualPerimeter
1.0,133398.03685989676,False,307.731,259.4633367365765,23.7796,-2.02979290078149,124.941,110.01768578929371,8.29775,-1.7984772029413145,37638800.0,23268285.066216957,7416890.0,-1.9375391752854692,681.929,551.0287381178864,44.073,-2.970078321923027,2073.0,1745.401136397807,139.116,-2.354861148984969
2.0,130389.05065533172,False,280.957,269.5433123233421,30.3729,-0.37578524528964635,77.8109,99.43976511180105,10.3525,2.0892407739001255,19108500.0,22696928.230930213,2752750.0,1.3035794136518801,631.047,573.3767445724409,63.2546,-0.9117163878604739,1879.71,1745.401136397807,184.626,-0.727464515302249
3.0,129242.99168049188,False,280.108,274.4445012604899,19.1855,-0.2951968277871355,68.703,93.64839214749202,5.49419,4.5403220761371585,17012700.0,22159464.723339453,2575080.0,1.9986814869205825,634.273,594.885797612609,59.8837,-0.6577282697527203,1867.91,1897.0379151265945,143.883,0.2024416722378211
6.0,132218.6733842578,False,323.258,293.2311928967318,23.6353,-1.2704220849013212,85.1052,82.1443560568028,6.22248,-0.4758302064767087,28076400.0,22189521.465143025,4468020.0,-1.317558680323046,707.412,622.4093563302664,61.147,-1.3901359620215814,2119.27,1897.0379151265945,160.451,-1.385046430831877
7.0,134620.4112319637,False,333.563,302.18687363186535,22.0005,-1.4261551495709024,86.3636,79.24407473473701,11.8083,-0.6029255070808663,30170900.0,22733581.597314052,4876780.0,-1.5250469372590003,720.767,622.4093563302664,51.9346,-1.8938750595890532,2158.76,2004.2613096430034,145.672,-1.0605929098041957
10.0,144560.0477337421,False,313.066,310.884674281576,25.6611,-0.08500515248465487,71.6833,76.77416063452223,4.50211,1.130772156727008,22236100.0,23311143.398264382,3869130.0,0.27785145452967,698.179,655.189877177059,70.1773,-0.6125787515755237,2037.48,2004.2613096430034,172.685,-0.1923658126472861
13.0,157789.96603800965,False,331.712,343.48038828178267,18.1173,0.6495663416614328,78.6526,71.67515097726337,4.79295,-1.4557733802223338,27270300.0,26565768.23480893,3495420.0,-0.2015585438062009,734.034,710.3931574201637,39.4552,-0.5991819222773251,2164.31,2263.1214828882,111.898,0.8830495888058756
17.0,179377.38746260825,False,336.446,358.6691028646397,36.2647,0.6128026114827824,64.1623,71.92804298657177,8.17519,0.949915902452636,22908700.0,29069398.793214053,4896360.0,1.2582201458254811,739.918,750.5271172585011,78.7494,0.1347199757522102,2188.1,2370.344877404609,232.658,0.7833166166846155
21.0,204966.19132541917,False,305.897,394.088056008462,25.9122,3.4034569047962737,80.3737,70.22595848433853,6.43682,-1.5765147255417218,23685200.0,34263686.92100322,3814860.0,2.7729685810234774,692.448,824.9581716682904,74.8409,1.7705582331090415,2002.37,2629.2050506498053,175.141,3.5790308988175554
