Day,ModelTotalH,TouchesBoundary,EmpiricalRadius,ModelRadius,StdRadius,ResidualRadius,EmpiricalGrayMean,ModelGrayMean,StdGrayMean,ResidualGrayMean,EmpiricalIntDen,ModelIntDen,StdIntDen,ResidualIntDen,EmpiricalFeret,ModelFeret,StdFeret,ResidualFeret,EmpiricalPerimeter,ModelPerimeter,StdPerimeter,ResidualPerimeter
1.0,123066.04821139017,False,307.731,261.58329289324837,23.7796,-1.9406426982266998,124.941,102.91845565811721,8.29775,-2.6540380635573246,37638800.0,22123973.95346979,7416890.0,-2.0918236682127156,681.929,528.100526161899,44.073,-3.4903109349965056,2073.0,1730.7838952763736,139.116,-2.4599334707986595
2.0,123587.63783889546,False,280.957,267.30312493085046,30.3729,-0.44954136974571196,77.8109,96.95879926338556,10.3525,1.8495918148645791,19108500.0,21764323.530240193,2752750.0,0.9647892217746592,631.047,540.383575643975,63.2546,-1.4333095831137193,1879.71,1768.839017682285,184.626,-0.600516624515047
3.0,124839.27066633385,False,280.108,272.5333483745782,19.1855,-0.394811270252106,68.703,92.31076629859076,5.49419,4.296860192055747,17012700.0,21539793.377003785,2575080.0,1.7580398966260409,634.273,551.4095643558097,59.8837,-1.3837394089575346,1867.91,1795.748052794389,143.883,-0.5015321282264834
6.0,131687.91716652588,False,323.258,287.60391381278964,23.6353,-1.5085099908700266,85.1052,82.85809454727246,6.22248,-0.3611269867846162,28076400.0,21531505.546691958,4468020.0,-1.4648310556595634,707.412,580.3601118147503,61.147,-2.077810656046081,2119.27,1914.5302805366116,160.451,-1.2760264470984188
7.0,134794.68944600614,False,333.563,292.91427834739466,22.0005,-1.847627174500822,86.3636,80.59008596184704,11.8083,-0.48893693742138733,30170900.0,21722638.56467837,4876780.0,-1.7323441769613617,720.767,590.2570610473547,51.9346,-2.512967057658004,2158.76,1952.5854029425225,145.672,-1.415334429797612
10.0,146043.2240260772,False,313.066,308.6239462780844,25.6611,-0.17310457158561232,71.6833,75.71508261869499,4.50211,0.8955317881382263,22236100.0,22656431.82265644,3869130.0,0.10863729640938441,698.179,621.4800262546476,70.1773,-1.092931385866262,2037.48,2044.4585955726411,172.685,0.04041228579576163
13.0,159815.9409911227,False,331.712,324.99331354879,18.1173,-0.37084369366351366,78.6526,72.62304028593975,4.79295,-1.2580059700310362,27270300.0,24097564.457203884,3495420.0,-0.9076836382455088,734.034,654.7423623370341,39.4552,-2.0096625454430814,2164.31,2147.477875496567,111.898,-0.1504238190444251
17.0,181602.42538236114,False,336.446,348.43795900251564,36.2647,0.3306785662783813,64.1623,70.08253745460179,8.17519,0.7241712369500634,22908700.0,26730717.29544749,4896360.0,0.7805833916312304,739.918,701.6534130436603,78.7494,-0.48590321902566513,2188.1,2304.315225644701,232.658,0.4995109802572925
21.0,207303.47249810884,False,305.897,374.57835333452556,25.9122,2.6505411865656168,80.3737,68.54067715195404,6.43682,-1.8383336566885444,23685200.0,30212287.98256562,3814860.0,1.710963962652789,692.448,753.4079331842206,74.8409,0.814526992382783,2002.37,2488.0616109049383,175.141,2.773146270176249
