 ,Area,Mean,Min,Max
1,44426,122.822,77,201
2,49238,113.583,64,183
3,64398,110.662,63,199
4,38744,112.797,64,201
5,33326,119.412,65,201
6,56305,107.180,58,193
7,41174,115.034,70,207
8,40751,113.261,69,201
9,50926,112.606,63,196
10,60448,111.075,60,192
11,53419,115.122,69,187
12,50069,116.352,68,191
13,55009,111.705,71,182
14,55315,113.947,69,194
15,56182,113.340,65,191
16,50165,112.354,72,183
17,48251,109.537,62,186
18,59503,102.906,57,201
19,32529,131.575,88,211
20,45554,123.889,74,217
21,48137,111.594,70,216
22,50744,121.243,76,207
23,39412,119.064,79,205
24,44801,116.307,75,216
25,41756,129.043,89,181
26,50645,105.925,64,194
27,44471,113.251,73,191
28,41376,122.838,83,204
29,39898,121.364,80,212
30,47333,128.074,83,217
31,36110,124.722,80,202
32,39749,124.732,81,208
33,27254,124.754,78,196
34,37451,124.431,82,198
35,31311,123.396,81,205
36,16949,122.449,82,195
37,16826,130.260,89,201
38,31063,134.516,81,221
39,41640,123.215,74,224
40,47309,119.512,74,202
41,39229,121.614,75,229
42,25363,134.227,90,197
43,36491,114.807,73,167
44,19483,122.831,69,198
45,46400,115.307,69,177
