 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3375-7-fb-1.png:0158-0250,3.777E5,9.657E1,2.218E1,1.100E2,5.100E1,1.840E2,5.713E2,7.998E2,5.714E2,8.119E2,2.264E3,2.218E2,1.145E3,6.765E2,7.101E2,7.157E2,6.720E2,1.064E2,9.257E-1,7.351E2,3.647E7,9.800E1,1.036E-1,-6.647E-1,0.000E0,7.269E6,1.000E0,1.854E2,7.901E0,1.160E2,6.702E2,1.065E0,9.390E-1,9.918E-1
2,3375-7-fb-2.png:0243-0231,3.705E5,1.045E2,1.857E1,1.120E2,5.700E1,1.850E2,5.284E2,6.092E2,5.177E2,6.121E2,2.229E3,1.389E2,9.251E2,7.571E2,6.518E2,7.581E2,6.222E2,1.641E2,9.370E-1,7.658E2,3.871E7,1.070E2,-1.234E-1,1.912E-1,0.000E0,7.716E6,1.000E0,6.268E1,2.002E2,1.704E2,6.262E2,1.218E0,8.208E-1,9.882E-1
3,3375-7-fb-3.png:0288-0266,2.893E5,9.582E1,1.945E1,1.010E2,5.500E1,2.000E2,5.965E2,4.985E2,5.998E2,4.941E2,1.938E3,2.800E2,7.930E2,6.339E2,5.891E2,6.356E2,5.795E2,1.663E2,9.675E-1,6.385E2,2.772E7,9.700E1,2.276E-1,1.801E-1,0.000E0,5.524E6,1.000E0,1.301E2,2.502E2,1.669E2,5.779E2,1.097E0,9.117E-1,9.940E-1
4,3375-7-fb-4.png:0269-0224,3.726E5,9.339E1,2.035E1,1.020E2,5.200E1,1.850E2,5.066E2,5.437E2,4.979E2,5.517E2,2.231E3,1.702E2,9.139E2,6.653E2,7.437E2,7.739E2,6.131E2,1.194E2,9.406E-1,7.834E2,3.480E7,9.400E1,2.757E-1,-2.074E-1,0.000E0,6.935E6,1.000E0,1.285E2,1.227E2,1.251E2,6.098E2,1.262E0,7.922E-1,9.905E-1
5,3375-7-fb-5.png:0217-0250,3.068E5,1.008E2,1.933E1,1.100E2,5.800E1,2.020E2,5.576E2,6.550E2,5.554E2,6.573E2,2.007E3,2.262E2,9.654E2,6.675E2,6.138E2,6.607E2,5.912E2,1.652E2,9.570E-1,6.723E2,3.093E7,1.040E2,-2.130E-2,2.565E-1,0.000E0,6.164E6,1.000E0,1.022E2,1.923E2,1.705E2,5.914E2,1.117E0,8.949E-1,9.895E-1
6,3375-7-fb-6.png:0209-0274,2.822E5,8.886E1,1.841E1,9.600E1,4.700E1,1.770E2,6.243E2,6.690E2,6.178E2,6.665E2,1.941E3,3.158E2,9.856E2,5.981E2,6.205E2,6.291E2,5.712E2,5.976E1,9.410E-1,6.359E2,2.508E7,9.100E1,1.287E-1,-1.099E-1,0.000E0,4.999E6,1.000E0,1.770E2,3.071E2,4.365E1,5.787E2,1.101E0,9.080E-1,9.913E-1
7,3375-7-fb-7.png:0287-0208,3.157E5,9.883E1,2.169E1,1.020E2,5.300E1,1.860E2,4.585E2,4.990E2,4.511E2,4.930E2,2.058E3,1.165E2,7.974E2,7.011E2,5.914E2,7.025E2,5.721E2,1.687E2,9.364E-1,6.990E2,3.120E7,1.000E2,1.602E-1,-4.428E-1,0.000E0,6.218E6,1.000E0,5.267E1,2.797E2,1.778E2,5.704E2,1.228E0,8.143E-1,9.881E-1
8,3375-7-fb-8.png:0217-0216,2.792E5,9.600E1,1.772E1,1.020E2,5.600E1,1.900E2,4.789E2,6.597E2,4.728E2,6.675E2,1.938E3,1.680E2,9.587E2,6.317E2,6.003E2,6.078E2,5.849E2,7.678E0,9.341E-1,6.299E2,2.681E7,9.600E1,2.586E-1,4.701E-1,0.000E0,5.342E6,1.000E0,7.585E1,2.265E2,4.728E0,5.827E2,1.039E0,9.623E-1,9.913E-1
9,3375-7-fb-9.png:0228-0214,3.331E5,9.702E1,1.940E1,8.600E1,5.400E1,1.760E2,4.842E2,6.334E2,4.793E2,6.415E2,2.146E3,1.434E2,9.722E2,6.742E2,6.787E2,7.174E2,5.912E2,1.371E2,9.091E-1,7.254E2,3.232E7,9.600E1,1.790E-1,-1.591E-1,0.000E0,6.441E6,1.000E0,1.148E2,1.096E2,1.331E2,5.933E2,1.214E0,8.241E-1,9.882E-1
10,3375-7-fb-10.png:0156-0262,3.477E5,8.687E1,2.193E1,8.600E1,4.200E1,2.060E2,5.761E2,7.978E2,5.681E2,8.030E2,2.151E3,2.173E2,1.111E3,7.414E2,6.317E2,7.368E2,6.008E2,1.855E1,9.446E-1,7.530E2,3.021E7,8.900E1,1.127E-1,-1.900E-2,0.000E0,6.020E6,1.000E0,1.080E2,2.270E2,2.355E1,6.060E2,1.226E0,8.154E-1,9.936E-1
