 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3375-21-fb-1.png:0254-0241,3.667E5,8.254E1,2.050E1,6.400E1,4.700E1,1.860E2,5.496E2,5.836E2,5.381E2,5.973E2,2.242E3,1.792E2,9.117E2,7.235E2,6.742E2,7.700E2,6.063E2,1.448E2,9.169E-1,7.738E2,3.026E7,7.900E1,5.994E-1,-6.047E-1,0.000E0,6.031E6,1.000E0,1.032E2,1.501E2,1.406E2,6.143E2,1.270E0,7.875E-1,9.879E-1
2,3375-21-fb-2.png:0262-0268,2.641E5,8.873E1,1.846E1,7.400E1,5.900E1,1.920E2,6.147E2,5.646E2,6.119E2,5.603E2,1.928E3,2.912E2,8.467E2,6.205E2,5.779E2,6.484E2,5.187E2,3.107E1,8.933E-1,6.465E2,2.344E7,8.500E1,1.211E0,1.259E0,0.000E0,4.671E6,1.000E0,1.686E2,3.461E2,4.219E1,5.125E2,1.250E0,8.000E-1,9.928E-1
3,3375-21-fb-3.png:0248-0241,4.378E5,6.504E1,1.763E1,4.700E1,3.300E1,1.700E2,5.444E2,5.946E2,5.426E2,5.987E2,2.441E3,1.904E2,1.004E3,7.011E2,8.310E2,8.499E2,6.558E2,1.166E2,9.234E-1,8.656E2,2.847E7,6.200E1,7.127E-1,3.608E-1,0.000E0,5.674E6,1.000E0,1.622E2,6.637E1,1.152E2,6.610E2,1.296E0,7.716E-1,9.948E-1
4,3375-21-fb-5.png:0265-0248,3.594E5,8.387E1,2.118E1,6.300E1,4.600E1,1.820E2,5.582E2,5.369E2,5.400E2,5.522E2,2.177E3,2.150E2,9.139E2,6.810E2,7.280E2,7.509E2,6.094E2,1.192E2,9.533E-1,7.441E2,3.014E7,8.300E1,2.910E-1,-8.467E-1,0.000E0,6.007E6,1.000E0,2.286E2,1.043E2,1.036E2,5.909E2,1.232E0,8.116E-1,9.968E-1
5,3375-21-fb- 6.png:0266-0266,3.208E5,7.237E1,2.132E1,5.200E1,4.100E1,1.630E2,6.064E2,5.324E2,6.306E2,5.381E2,2.063E3,2.710E2,8.826E2,6.518E2,6.675E2,7.064E2,5.782E2,4.997E1,9.476E-1,7.165E2,2.322E7,6.500E1,9.642E-1,4.491E-1,0.000E0,4.627E6,1.000E0,1.491E2,3.835E2,5.364E1,5.810E2,1.222E0,8.186E-1,9.948E-1
6,3375-21-fb-7.png:0270-0246,2.627E5,8.102E1,2.016E1,6.400E1,5.000E1,2.290E2,5.575E2,5.301E2,5.634E2,5.382E2,1.883E3,2.531E2,8.310E2,5.981E2,5.846E2,6.234E2,5.366E2,3.621E1,9.314E-1,6.322E2,2.129E7,7.600E1,1.059E0,1.903E0,0.000E0,4.242E6,1.000E0,1.190E2,3.382E2,2.891E1,5.305E2,1.162E0,8.608E-1,9.914E-1
7,3375-21-fb-8.png:0284-0198,2.618E5,7.676E1,1.557E1,6.400E1,4.900E1,1.500E2,4.552E2,5.147E2,4.698E2,5.081E2,1.903E3,1.322E2,8.064E2,6.250E2,5.981E2,6.938E2,4.803E2,1.424E2,9.080E-1,6.882E2,2.009E7,7.400E1,5.794E-1,-7.529E-1,0.000E0,4.004E6,1.000E0,1.017E2,1.686E2,1.312E2,4.684E2,1.444E0,6.923E-1,9.923E-1
8,3375-21-fb-9.png:0217-0276,2.820E5,8.585E1,2.122E1,6.400E1,5.000E1,2.120E2,6.193E2,6.557E2,6.145E2,6.517E2,1.956E3,3.494E2,1.001E3,5.376E2,6.877E2,6.800E2,5.280E2,1.006E2,9.259E-1,6.902E2,2.421E7,8.300E1,8.772E-1,1.176E0,0.000E0,4.825E6,1.000E0,2.623E2,6.426E1,9.668E1,5.327E2,1.288E0,7.765E-1,9.956E-1
9,3375-21-fb-10.png:0272-0254,2.651E5,7.197E1,1.521E1,5.500E1,4.000E1,1.400E2,5.687E2,5.322E2,5.673E2,5.229E2,1.854E3,2.867E2,8.512E2,5.667E2,6.339E2,6.315E2,5.345E2,1.147E2,9.692E-1,6.425E2,1.908E7,7.100E1,4.732E-1,1.309E-2,0.000E0,3.803E6,1.000E0,2.239E2,1.322E2,1.033E2,5.357E2,1.181E0,8.464E-1,9.967E-1
10,3375-21-fb-11.png:0257-0270,3.316E5,8.837E1,2.525E1,6.400E1,5.200E1,1.830E2,6.060E2,5.589E2,6.207E2,5.614E2,2.152E3,2.688E2,9.050E2,6.720E2,6.720E2,7.224E2,5.845E2,4.747E1,8.995E-1,7.312E2,2.930E7,8.200E1,6.849E-1,-5.342E-1,0.000E0,5.840E6,1.000E0,1.512E2,3.708E2,5.076E1,5.815E2,1.236E0,8.090E-1,9.950E-1
11,3375-21-fb-12.png:0236-0248,2.638E5,8.106E1,1.829E1,6.300E1,4.800E1,1.740E2,5.476E2,6.102E2,5.530E2,6.145E2,1.890E3,2.733E2,9.027E2,5.667E2,5.734E2,5.946E2,5.648E2,1.308E2,9.278E-1,6.230E2,2.138E7,7.900E1,8.406E-1,5.371E-1,0.000E0,4.261E6,1.000E0,1.633E2,1.238E2,1.268E2,5.640E2,1.053E0,9.499E-1,9.908E-1
12,3375-21-fb-13.png:0278-0262,2.837E5,7.761E1,1.827E1,5.900E1,4.500E1,1.730E2,5.764E2,5.124E2,5.751E2,5.304E2,1.964E3,3.114E2,8.534E2,5.533E2,6.653E2,6.668E2,5.417E2,9.665E1,9.242E-1,6.675E2,2.202E7,7.600E1,6.238E-1,1.168E-1,0.000E0,4.388E6,1.000E0,2.181E2,1.312E2,9.885E1,5.414E2,1.231E0,8.124E-1,9.954E-1
13,3375-21-fb-14.png:0308-0277,2.318E5,8.157E1,2.025E1,6.400E1,5.000E1,1.990E2,6.119E2,4.445E2,6.192E2,4.479E2,1.755E3,3.584E2,7.526E2,5.264E2,5.981E2,5.797E2,5.091E2,9.594E1,9.462E-1,6.010E2,1.891E7,7.600E1,1.440E0,2.632E0,0.000E0,3.768E6,1.000E0,2.418E2,1.765E2,1.010E2,5.144E2,1.139E0,8.782E-1,9.918E-1
