 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3375-3-fb-1.png:0264-0236,2.588E5,7.112E1,1.439E1,6.600E1,4.100E1,1.650E2,5.207E2,5.439E2,5.209E2,5.438E2,1.923E3,2.218E2,8.467E2,6.138E2,5.869E2,6.076E2,5.423E2,1.474E2,8.794E-1,6.324E2,1.840E7,7.000E1,7.964E-1,8.649E-1,0.000E0,3.668E6,1.000E0,1.022E2,2.323E2,1.635E2,5.515E2,1.121E0,8.924E-1,9.629E-1
2,3375-3-fb-2.png:0233-0311,2.453E5,7.514E1,1.555E1,7.800E1,4.200E1,1.550E2,6.697E2,6.366E2,6.761E2,6.372E2,1.892E3,3.808E2,8.848E2,6.317E2,5.242E2,6.379E2,4.896E2,1.284E1,8.608E-1,6.665E2,1.843E7,7.400E1,7.908E-1,6.898E-1,0.000E0,3.673E6,1.000E0,1.812E2,3.013E2,2.752E1,5.039E2,1.303E0,7.675E-1,9.666E-1
3,3375-3-fb-3.png:0264-0309,2.681E5,6.842E1,1.342E1,5.500E1,3.900E1,1.370E2,6.914E2,5.563E2,6.881E2,5.571E2,1.885E3,4.010E2,8.467E2,5.824E2,5.869E2,6.158E2,5.542E2,4.883E1,9.480E-1,6.449E2,1.834E7,6.700E1,6.329E-1,-1.213E-1,0.000E0,3.655E6,1.000E0,2.128E2,3.682E2,5.005E1,5.604E2,1.111E0,9.001E-1,9.904E-1
4,3375-3-fb-4.png:0245-0189,2.101E5,7.532E1,1.446E1,5.800E1,4.700E1,1.280E2,4.226E2,5.892E2,4.227E2,5.927E2,1.689E3,1.725E2,8.557E2,5.018E2,5.197E2,5.294E2,5.053E2,7.471E1,9.254E-1,5.515E2,1.582E7,7.500E1,3.839E-1,-1.011E0,0.000E0,3.154E6,1.000E0,1.022E2,3.371E2,5.335E1,4.984E2,1.048E0,9.544E-1,9.812E-1
5,3375-3-fb-5.png:0176-0256,2.638E5,7.373E1,1.615E1,5.500E1,4.300E1,1.510E2,5.754E2,7.523E2,5.767E2,7.500E2,1.884E3,2.442E2,1.010E3,6.586E2,5.197E2,6.489E2,5.177E2,1.791E2,9.337E-1,6.706E2,1.945E7,7.300E1,3.246E-1,-8.305E-1,0.000E0,3.877E6,1.000E0,1.096E2,1.975E2,1.147E1,5.127E2,1.253E0,7.979E-1,9.903E-1
6,3375-3-fb-6.png:0230-0253,2.788E5,7.583E1,1.485E1,6.700E1,4.400E1,1.550E2,5.535E2,6.048E2,5.519E2,6.024E2,2.023E3,2.845E2,9.990E2,5.645E2,7.414E2,6.782E2,5.233E2,1.082E2,8.563E-1,7.465E2,2.114E7,7.400E1,6.941E-1,5.101E-1,0.000E0,4.213E6,1.000E0,2.044E2,6.637E1,9.891E1,5.521E2,1.296E0,7.716E-1,9.624E-1
7,3375-3-fb-7.png:0231-0264,1.993E5,8.041E1,1.327E1,6.900E1,5.000E1,1.480E2,5.948E2,6.148E2,6.017E2,6.250E2,1.650E3,3.450E2,9.094E2,4.928E2,5.667E2,5.471E2,4.637E2,1.014E2,9.192E-1,5.741E2,1.602E7,7.900E1,8.022E-1,8.944E-1,0.000E0,3.193E6,1.000E0,2.355E2,1.069E2,1.059E2,4.749E2,1.180E0,8.476E-1,9.863E-1
8,3375-3-fb-8.png:0131-0212,1.396E5,6.612E1,1.096E1,5.800E1,4.300E1,1.250E2,4.732E2,8.485E2,4.677E2,8.484E2,1.372E3,2.307E2,1.042E3,4.906E2,3.830E2,4.764E2,3.731E2,1.796E2,9.323E-1,4.895E2,9.230E6,6.500E1,9.208E-1,7.743E-1,0.000E0,1.840E6,1.000E0,1.032E2,1.154E2,1.763E2,3.798E2,1.277E0,7.833E-1,9.911E-1
9,3375-3-fb-10.png:0199-0251,2.917E5,6.783E1,1.457E1,5.100E1,3.900E1,1.420E2,5.569E2,7.097E2,5.549E2,7.175E2,1.985E3,2.397E2,9.946E2,6.451E2,5.936E2,6.655E2,5.580E2,3.193E1,9.298E-1,6.786E2,1.978E7,6.700E1,6.766E-1,2.713E-1,0.000E0,3.943E6,1.000E0,1.586E2,3.103E2,4.676E1,5.633E2,1.193E0,8.385E-1,9.886E-1
10,3375-3-fb-11.png:0244-0258,2.924E5,6.581E1,1.413E1,5.100E1,3.500E1,1.270E2,5.972E2,5.736E2,6.019E2,5.835E2,2.047E3,2.845E2,9.386E2,5.891E2,6.832E2,6.841E2,5.441E2,6.344E1,8.765E-1,6.949E2,1.924E7,6.500E1,7.135E-1,1.675E-1,0.000E0,3.835E6,1.000E0,2.360E2,3.966E2,7.844E1,5.525E2,1.257E0,7.954E-1,9.719E-1
