 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3375-13-fb-1.png:0233-0161,3.648E5,8.331E1,2.378E1,4.700E1,3.900E1,1.920E2,3.504E2,6.234E2,3.523E2,6.255E2,2.209E3,6.720E0,9.632E2,7.101E2,6.810E2,7.098E2,6.544E2,3.022E1,9.397E-1,7.232E2,3.039E7,8.600E1,7.744E-2,-6.961E-1,0.000E0,6.057E6,1.000E0,1.791E1,3.229E2,2.510E1,6.534E2,1.085E0,9.220E-1,9.952E-1
2,3375-13-fb-2.png:0281-0261,3.814E5,8.056E1,2.543E1,5.500E1,3.900E1,2.000E2,5.778E2,5.310E2,5.889E2,5.283E2,2.264E3,2.598E2,8.938E2,6.518E2,7.571E2,7.511E2,6.465E2,9.286E1,9.350E-1,7.550E2,3.072E7,8.000E1,4.947E-1,-3.926E-1,0.000E0,6.123E6,1.000E0,2.423E2,4.493E2,8.695E1,6.501E2,1.162E0,8.607E-1,9.945E-1
3,3375-13-fb-3.png:0256-0276,2.994E5,8.161E1,2.569E1,5.400E1,4.200E1,1.840E2,6.176E2,5.563E2,6.259E2,5.485E2,2.003E3,3.046E2,8.982E2,6.294E2,6.563E2,6.500E2,5.864E2,1.295E2,9.380E-1,6.609E2,2.443E7,7.800E1,4.621E-1,-7.655E-1,0.000E0,4.869E6,1.000E0,2.534E2,1.111E2,9.977E1,5.861E2,1.108E0,9.022E-1,9.914E-1
4,3375-13-fb-4.png:0267-0266,3.699E5,8.085E1,2.659E1,4.600E1,3.700E1,1.720E2,5.947E2,5.513E2,5.994E2,5.466E2,2.216E3,2.150E2,8.758E2,7.616E2,6.586E2,7.730E2,6.092E2,2.672E1,9.464E-1,7.767E2,2.990E7,8.000E1,2.651E-1,-1.101E0,0.000E0,5.960E6,1.000E0,9.903E1,3.060E2,1.461E1,6.072E2,1.269E0,7.880E-1,9.884E-1
5,3375-13-fb-5.png:0231-0213,3.649E5,7.648E1,2.380E1,4.600E1,3.500E1,1.700E2,4.795E2,6.301E2,4.864E2,6.375E2,2.256E3,1.232E2,9.542E2,7.078E2,6.563E2,7.347E2,6.324E2,2.715E1,9.011E-1,7.461E2,2.791E7,7.500E1,3.428E-1,-8.947E-1,0.000E0,5.562E6,1.000E0,7.585E1,3.192E2,3.030E1,6.314E2,1.162E0,8.608E-1,9.923E-1
6,3375-13-fb-6.png:0234-0300,2.890E5,7.812E1,2.171E1,5.500E1,4.300E1,1.500E2,6.630E2,6.065E2,6.770E2,6.122E2,2.042E3,3.315E2,8.870E2,6.810E2,5.354E2,7.030E2,5.233E2,1.129E1,8.713E-1,6.928E2,2.258E7,7.700E1,3.200E-1,-8.347E-1,0.000E0,4.499E6,1.000E0,1.586E2,3.313E2,3.550E1,5.075E2,1.343E0,7.444E-1,9.942E-1
7,3375-13-fb-7.png:0276-0241,3.182E5,7.785E1,2.767E1,4.600E1,3.900E1,2.170E2,5.522E2,5.371E2,5.503E2,5.230E2,2.108E3,1.882E2,8.355E2,7.034E2,6.182E2,7.097E2,5.709E2,1.583E2,8.996E-1,7.203E2,2.478E7,7.200E1,7.011E-1,-3.663E-1,0.000E0,4.938E6,1.000E0,9.376E1,2.065E2,1.565E2,5.693E2,1.243E0,8.044E-1,9.929E-1
8,3375-13-fb-8.png:0260-0248,3.450E5,8.323E1,2.594E1,5.500E1,4.400E1,1.880E2,5.581E2,5.588E2,5.669E2,5.762E2,2.122E3,2.218E2,8.982E2,6.698E2,6.742E2,6.879E2,6.386E2,5.024E1,9.628E-1,6.993E2,2.871E7,8.100E1,7.152E-1,-3.225E-2,0.000E0,5.722E6,1.000E0,1.801E2,4.024E2,5.937E1,6.400E2,1.077E0,9.283E-1,9.951E-1
9,3375-13-fb-9.png:0248-0289,3.274E5,8.511E1,2.331E1,5.500E1,4.500E1,1.740E2,6.386E2,5.983E2,6.352E2,6.029E2,2.136E3,3.136E2,8.982E2,6.675E2,6.182E2,7.105E2,5.868E2,1.486E2,9.022E-1,7.458E2,2.787E7,8.500E1,3.099E-1,-8.503E-1,0.000E0,5.554E6,1.000E0,1.570E2,1.217E2,1.376E2,5.880E2,1.211E0,8.260E-1,9.895E-1
10,3375-13-fb-10.png:0254-0228,4.355E5,8.786E1,3.039E1,5.500E1,4.200E1,2.120E2,5.195E2,5.776E2,5.250E2,5.560E2,2.404E3,1.434E2,9.744E2,7.347E2,7.974E2,7.825E2,7.086E2,8.910E1,9.465E-1,8.023E2,3.826E7,8.700E1,5.387E-1,-4.909E-1,0.000E0,7.626E6,1.000E0,1.975E2,4.293E2,7.838E1,7.076E2,1.104E0,9.055E-1,9.948E-1
