 ,Area,Mean,Min,Max
1,25232,109.779,70,174
2,35294,109.413,63,178
3,31647,96.095,54,187
4,22755,106.511,61,186
5,22918,102.326,63,163
6,24471,100.869,56,185
7,14430,102.287,59,177
8,32246,105.428,67,169
9,32127,98.947,63,161
10,29309,96.619,49,164
11,28225,107.261,70,163
12,35821,93.300,53,167
13,31879,100.409,56,164
14,28168,101.064,62,169
15,28236,106.099,64,191
16,32878,102.154,56,167
17,28115,102.203,60,159
18,33009,101.378,53,176
19,33182,100.391,59,169
20,27368,104.651,68,167
21,32508,101.541,56,174
22,33416,96.286,58,142
23,23702,98.660,67,136
24,34721,102.597,66,156
25,29797,92.054,54,147
26,24620,103.018,66,161
27,37508,104.598,59,178
28,29422,100.487,58,177
29,35958,101.813,64,165
30,31151,100.279,53,171
31,33537,92.869,53,164
32,46951,99.823,60,163
33,29897,94.848,54,173
