seed,error,success,message,iterations,function_evaluations,valid_fit,lambda_,delta,k_n,k_p,k_d,alpha,beta,mu,R0,time_scale,pixel_scale,intensity_scale
1,49.24271783316557,False,Maximum number of iterations has been exceeded.,8,1853,True,8.574774402085497,1e-05,0.4580742767857452,0.5889389010748182,0.263833024649778,7.309093343476364,1.0561267983184521,1.0222043711569284,0.3829681441063746,0.08817772752428298,497.56041571832844,226.51785806254603
4,51.277780155278954,False,Maximum number of iterations has been exceeded.,8,2711,True,8.270016701483488,0.0008956564466862105,0.5806536754022888,0.25391211157421545,0.2694152948438423,6.1485318258565265,3.755680840713116,0.36129430209436597,0.34078887796294854,0.130727164877998,463.9327571112083,213.7179248140545
3,56.66939141265088,False,Maximum number of iterations has been exceeded.,8,995,True,7.626974962714382,0.00266338248654276,0.3538802073382117,0.5256958764981903,0.13970146839774772,5.839615987742962,3.087056797194413,0.5007120783700919,0.3338531828434049,0.15488354254488276,510.4301925275664,215.42850854010084
2,61.04736354399569,False,Maximum number of iterations has been exceeded.,8,1281,True,9.70913198818766,0.030302447780759346,0.5208100937111191,0.5033942339651677,0.1961440378265671,7.9110422016285575,2.1933235335849957,0.7211979546128608,0.3650124221987812,0.03320249393732305,562.7205495879219,242.17833594879468
5,61.88591523764384,False,Maximum number of iterations has been exceeded.,8,2243,True,8.782698625451399,0.0018210416677334612,0.4298085551058064,0.2492718896975315,0.25992665865134423,5.653657680496084,4.050848832258598,0.826643880909673,0.38928419514793966,0.08314750691740982,522.2809166281703,235.5740459709951
