seed,error,success,message,iterations,function_evaluations,valid_fit,lambda_,delta,k_n,k_p,k_d,alpha,beta,R0,time_scale,pixel_scale,intensity_scale
1,58.94771562635799,False,Maximum number of iterations has been exceeded.,50,4740,True,4.374439662123499,0.03184671354064244,0.6449604022178828,0.22978263090230125,0.09698385540562396,7.994344144001171,1.2406657332917501,0.4213262145526606,0.03180301220381604,480.1735144259386,212.1867797102472
3,62.02393154200077,False,Maximum number of iterations has been exceeded.,50,5208,True,3.2594955284564744,0.03613133826961659,0.3578251673376508,0.20092518457773428,0.20655884132973285,7.909100899667244,0.9853988576753308,0.44579321325065424,0.032299188628622605,462.00063985422867,213.4685906169332
4,65.3281911982444,False,Maximum number of iterations has been exceeded.,50,4812,True,5.5478757252535456,0.03620348779075887,0.8791423088816372,0.20781644928972262,0.2314674731939398,7.493271036648626,1.2376995558766897,0.4301800939723793,0.032762844740228836,489.26088453403304,222.06918143568038
2,69.72801802151281,False,Maximum number of iterations has been exceeded.,50,4740,True,4.935826951819999,0.003576864857736759,0.5395403508130222,0.5530267389627082,0.07006662586132048,6.81540647155137,1.5321198732622054,0.3838196212098652,0.10230707165699199,509.51386146606484,224.92535427109465
5,72.94961403629675,False,Maximum number of iterations has been exceeded.,50,4944,True,4.5614199663863175,0.0010208433874111839,0.9577011866945624,0.44466607767027194,0.16250012650531961,4.842097892975179,0.8597565806474907,0.3482177799120464,0.14816938166276616,554.6237891783866,207.1282711646218
