Day,ModelRadius,ModelArea,ModelGrayMean,ModelIntDen,ModelCircularity,ModelFeret,ModelPerimeter,ModelTotalH,TouchesBoundary
0.0,219.68300592532276,151615.2189647039,112.43212238791475,17046420.854510084,0.8963384431549932,444.32558035914246,1457.9422413992447,91513.34690825976,False
0.1,220.67930584807652,152993.53913711032,112.19492410325341,17165098.511776224,0.9044869744564022,445.27242013571305,1457.9422413992447,92055.76728353994,False
0.2,221.45110692549034,154065.56593787082,112.02646689365058,17259421.021990426,0.9108247210241648,448.69863143314086,1457.9422413992447,92510.42314525151,False
0.3,222.00075062754536,154831.2993669855,112.02501108515943,17344978.02791619,0.8850469414544069,448.69863143314086,1482.6927311578688,93030.1503784949,False
0.4,223.09597558120765,156362.76622521484,111.6858343736916,17463506.010841604,0.8938011149603857,450.1468745637012,1482.6927311578686,93539.5450114216,False
0.5,224.07710114541894,157741.08639762126,111.36391614223895,17566665.117770363,0.9016798711157662,453.3673959495811,1482.6927311578686,93968.76180566614,False
0.6,224.5117807026375,158353.67314091296,111.39522924879127,17639843.72192016,0.9051815405181575,454.04248970046405,1482.6927311578686,94461.68569113108,False
0.7,225.7568224258284,160114.8600278767,110.94605457508855,17764111.998935476,0.885440898023057,456.7328862985048,1507.4432209164922,94946.92787507098,False
0.8,226.51132333890743,161186.88682863725,110.73926435291476,17849717.270739812,0.8913692445425805,456.9842989155069,1507.443220916492,95357.25231962171,False
0.9,227.1560437794808,162105.76694357482,110.62642709774357,17933181.80890719,0.8964506844164575,459.8240349462902,1507.443220916492,95829.95575896492,False
1.0,228.01283529357548,163330.9404301583,110.3871142255628,18029631.177832477,0.9032259375816267,460.24016537982044,1507.443220916492,96296.67826131362,False
1.1,228.8664193185295,164556.11391674177,110.111083966488,18119452.076685317,0.8977486487848971,461.4863052924935,1517.6952094498906,96692.30877669036,False
1.2,229.71683160960308,165781.28740332523,109.86850370891052,18214141.9899402,0.8873971330301619,463.9685444724249,1532.1937106751159,97149.07628684043,False
1.3,230.6697978972502,167159.60757573164,109.56653097631373,18315098.321434848,0.894775030671983,464.7930116610782,1532.1937106751159,97601.00834562165,False
1.4,231.30292753607893,168078.48769066922,109.4376386905608,18394112.80754733,0.8996936290998638,466.4375741159845,1532.1937106751159,98048.41760345231,False
1.5,232.30185379378904,169533.3812059871,109.0750025809457,18491853.99259949,0.8954582044303279,468.9752490030364,1542.4456992085138,98428.52264551877,False
1.6,232.9305473758933,170452.26132092468,108.9431378216612,18569604.197099306,0.90031163643266,471.1743461141211,1542.445699208514,98868.24546510303,False
1.7,234.18287117216312,172290.0215507999,108.47309853070962,18688832.483538,0.8931489523599992,472.7967124402399,1556.9442004337393,99304.16091969858,False
1.8,234.70270060462997,173055.75497991455,108.36701045634416,18753534.809438933,0.8971185032593768,473.52496384087516,1556.9442004337393,99674.9253932646,False
1.9,235.32498017828217,173974.63509485216,108.23180322299947,18829588.471379176,0.8901210355171753,474.9781169200414,1567.1961889671377,100104.28803034738,False
2.0,236.46157286413336,175659.24863890442,107.82327845878802,18940156.07985407,0.8987401652625,477.06930153658664,1567.1961889671377,100530.3656478483,False
2.1,236.97640380858275,176424.9820680191,107.71479479461756,19003580.74010076,0.902657951510375,478.35164048552207,1567.1961889671377,100893.07385204542,False
2.2,237.69529379225102,177497.00886877964,107.523844476503,19085160.776651137,0.8915702931637093,481.38350510359805,1581.694690192363,101313.43547837055,False
2.3,238.46312811834756,178645.60901245163,107.30618788395688,19169779.285334036,0.8858193759661801,481.7810142589506,1591.9466787257616,101730.9015356647,False
2.4,239.3812783180651,180023.92918485802,106.98624767998842,19260084.676095918,0.8926538160722203,483.1300989690852,1591.9466787257613,102086.51048269802,False
2.5,240.09296769819602,181095.95598561855,106.79681881490448,19340471.999508023,0.8979694917102513,484.6334553507382,1591.9466787257613,102498.88963325744,False
2.6,240.9037525054286,182321.129472202,106.55643687848722,19427489.92421919,0.9040445495822865,486.9977272354974,1591.9466787257616,102908.6681650205,False
