 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1000-7-fb-1.png:0226-0214,2.793E5,1.179E2,1.919E1,1.150E2,7.300E1,2.150E2,4.905E2,6.315E2,4.949E2,6.304E2,2.061E3,1.478E2,9.274E2,6.653E2,5.802E2,6.314E2,5.633E2,3.124E0,8.260E-1,6.704E2,3.292E7,1.180E2,2.663E-1,9.001E-1,0.000E0,6.562E6,1.000E0,6.671E1,2.160E2,1.708E2,5.765E2,1.121E0,8.921E-1,9.695E-1
2,1000-7-fb-2.png:0308-0264,2.061E5,1.131E2,1.949E1,1.140E2,7.200E1,2.030E2,6.114E2,4.523E2,6.112E2,4.493E2,1.801E3,3.136E2,7.168E2,5.555E2,5.264E2,5.396E2,4.864E2,3.362E1,7.985E-1,5.612E2,2.332E7,1.120E2,5.327E-1,1.033E0,0.000E0,4.648E6,1.000E0,1.408E2,3.187E2,1.721E1,4.987E2,1.109E0,9.013E-1,9.595E-1
3,1000-7-fb-3.png:0346-0307,1.373E5,1.228E2,2.130E1,1.140E2,7.500E1,2.090E2,6.854E2,3.754E2,6.910E2,3.674E2,1.404E3,4.659E2,5.757E2,4.435E2,4.122E2,4.481E2,3.900E2,2.256E1,8.756E-1,4.606E2,1.686E7,1.190E2,5.833E-1,7.451E-1,0.000E0,3.361E6,1.000E0,2.181E2,3.982E2,3.451E1,3.990E2,1.149E0,8.703E-1,9.694E-1
4,1000-7-fb-5.png:0275-0238,1.851E5,1.136E2,1.700E1,1.140E2,7.100E1,1.950E2,5.340E2,5.329E2,5.385E2,5.279E2,1.666E3,2.912E2,7.795E2,4.861E2,5.040E2,4.876E2,4.832E2,1.001E2,8.380E-1,5.056E2,2.103E7,1.130E2,3.173E-1,1.505E0,0.000E0,4.190E6,1.000E0,1.461E2,3.431E2,3.362E1,4.773E2,1.009E0,9.910E-1,9.653E-1
5,1000-7-fb-6.png:0304-0329,2.090E5,1.165E2,1.739E1,1.120E2,7.700E1,1.930E2,7.423E2,4.637E2,7.465E2,4.617E2,1.875E3,4.682E2,7.773E2,5.398E2,6.272E2,6.972E2,3.817E2,5.350E1,7.470E-1,6.823E2,2.434E7,1.150E2,2.788E-1,1.001E0,0.000E0,4.852E6,1.000E0,2.504E2,4.352E2,6.076E1,3.921E2,1.827E0,5.475E-1,9.402E-1
6,1000-7-fb-7.png:0312-0264,2.601E5,1.105E2,1.995E1,1.000E2,6.400E1,2.060E2,5.920E2,4.428E2,5.970E2,4.411E2,2.026E3,3.158E2,7.661E2,5.533E2,6.406E2,6.216E2,5.327E2,9.836E1,7.966E-1,6.487E2,2.874E7,1.080E2,6.791E-1,1.382E0,0.000E0,5.727E6,1.000E0,2.224E2,1.705E2,1.043E2,5.471E2,1.167E0,8.569E-1,9.674E-1
7,1000-7-fb-8.png:0331-0244,2.145E5,1.118E2,1.754E1,1.100E2,7.300E1,2.030E2,5.488E2,4.046E2,5.527E2,4.004E2,1.821E3,3.248E2,7.146E2,4.435E2,6.227E2,6.148E2,4.443E2,8.338E1,8.133E-1,6.232E2,2.399E7,1.100E2,6.333E-1,1.739E0,0.000E0,4.781E6,1.000E0,2.266E2,4.691E2,8.102E1,4.395E2,1.384E0,7.227E-1,9.766E-1
8,1000-7-fb-9.png:0176-0250,3.266E5,9.968E1,2.031E1,8.600E1,5.200E1,1.980E2,5.713E2,7.381E2,5.785E2,7.373E2,2.179E3,2.419E2,1.091E3,6.384E2,6.832E2,6.874E2,6.048E2,6.514E1,8.647E-1,6.982E2,3.255E7,9.800E1,5.144E-1,8.663E-1,0.000E0,6.487E6,1.000E0,1.890E2,3.198E2,6.910E1,6.057E2,1.137E0,8.799E-1,9.794E-1
9,1000-7-fb-10.png:0180-0320,3.550E5,1.047E2,1.949E1,1.010E2,5.900E1,2.140E2,7.105E2,7.301E2,7.187E2,7.306E2,2.229E3,3.562E2,1.075E3,7.235E2,6.675E2,7.207E2,6.272E2,1.576E2,8.978E-1,7.257E2,3.717E7,1.040E2,3.112E-1,1.122E0,0.000E0,7.407E6,1.000E0,1.620E2,1.546E2,1.708E2,6.250E2,1.149E0,8.703E-1,9.830E-1
10,1000-7-fb-11.png:0274-0191,3.807E5,1.011E2,2.096E1,1.120E2,5.200E1,1.920E2,4.230E2,5.203E2,4.259E2,5.186E2,2.331E3,5.600E1,8.736E2,7.437E2,6.854E2,7.512E2,6.453E2,1.641E2,8.804E-1,7.653E2,3.848E7,1.040E2,-2.394E-2,7.875E-2,0.000E0,7.668E6,1.000E0,3.495E1,2.054E2,1.570E2,6.492E2,1.164E0,8.590E-1,9.804E-1
11,1000-7-fb-12.png:0269-0288,3.809E5,1.028E2,2.219E1,1.130E2,5.300E1,2.100E2,6.584E2,5.412E2,6.562E2,5.402E2,2.349E3,2.598E2,8.714E2,7.706E2,6.586E2,7.516E2,6.453E2,6.301E0,8.676E-1,7.696E2,3.916E7,1.030E2,2.297E-1,5.382E-1,0.000E0,7.804E6,1.000E0,1.223E2,2.997E2,1.491E1,6.510E2,1.165E0,8.585E-1,9.741E-1
12,1000-7-fb-13.png:0266-0278,4.132E5,9.626E1,2.352E1,9.200E1,4.700E1,2.240E2,6.173E2,5.386E2,6.243E2,5.332E2,2.464E3,2.486E2,9.206E2,7.482E2,7.437E2,7.341E2,7.167E2,1.741E2,8.555E-1,7.474E2,3.977E7,9.500E1,7.110E-1,1.538E0,0.000E0,7.927E6,1.000E0,1.112E2,2.674E2,1.788E2,7.183E2,1.024E0,9.764E-1,9.771E-1
13,1000-7-fb-14.png:0264-0226,3.631E5,9.421E1,2.104E1,8.600E1,5.000E1,1.990E2,5.050E2,5.385E2,5.202E2,5.489E2,2.418E3,1.210E2,8.736E2,7.706E2,6.429E2,8.022E2,5.762E2,2.418E1,7.801E-1,8.362E2,3.421E7,9.300E1,7.387E-1,9.615E-1,0.000E0,6.817E6,1.000E0,6.036E1,3.727E2,2.809E1,6.053E2,1.392E0,7.183E-1,9.647E-1
14,1000-7-fb-15.png:0251-0286,3.975E5,9.578E1,2.105E1,1.000E2,4.500E1,2.080E2,6.363E2,5.734E2,6.447E2,5.732E2,2.391E3,2.486E2,9.162E2,7.840E2,6.698E2,7.739E2,6.539E2,1.601E2,8.738E-1,7.883E2,3.807E7,9.600E1,3.267E-1,7.634E-1,0.000E0,7.587E6,1.000E0,1.377E2,1.599E2,1.474E2,6.665E2,1.183E0,8.450E-1,9.823E-1
15,1000-7-fb-16.png:0257-0264,4.233E5,9.318E1,2.205E1,7.600E1,4.800E1,2.090E2,6.008E2,5.709E2,6.055E2,5.709E2,2.459E3,2.486E2,9.789E2,6.877E2,8.198E2,8.266E2,6.520E2,1.107E2,8.800E-1,8.312E2,3.944E7,9.100E1,6.426E-1,4.595E-1,0.000E0,7.861E6,1.000E0,1.917E2,8.842E1,1.186E2,6.549E2,1.268E0,7.888E-1,9.830E-1
16,1000-7-fb-17.png:0286-0266,4.338E5,8.776E1,2.195E1,8.600E1,4.300E1,1.960E2,6.017E2,5.088E2,6.151E2,5.139E2,2.466E3,2.195E2,8.736E2,7.549E2,7.392E2,7.518E2,7.347E2,1.110E1,8.967E-1,7.699E2,3.807E7,8.800E1,3.126E-1,9.567E-2,0.000E0,7.588E6,1.000E0,1.631E2,4.140E2,5.038E1,7.362E2,1.023E0,9.773E-1,9.836E-1
17,1000-7-fb-18.png:0198-0241,3.696E5,9.880E1,1.935E1,1.000E2,5.200E1,1.950E2,5.364E2,7.033E2,5.342E2,6.980E2,2.310E3,1.770E2,1.055E3,7.280E2,7.078E2,7.646E2,6.155E2,3.657E1,8.705E-1,7.715E2,3.652E7,1.000E2,2.847E-1,4.762E-1,0.000E0,7.278E6,1.000E0,1.308E2,3.378E2,5.426E1,6.152E2,1.242E0,8.051E-1,9.818E-1
18,1000-7-fb-19.png:0243-0257,3.388E5,1.007E2,1.933E1,9.800E1,5.500E1,2.090E2,5.846E2,6.030E2,5.853E2,6.012E2,2.230E3,2.352E2,9.386E2,6.832E2,6.765E2,7.116E2,6.062E2,1.375E2,8.560E-1,7.217E2,3.411E7,1.000E2,7.715E-1,1.475E0,0.000E0,6.798E6,1.000E0,1.377E2,1.440E2,1.370E2,6.184E2,1.174E0,8.518E-1,9.769E-1
19,1000-7-fb-20.png:0263-0279,3.268E5,1.049E2,2.080E1,1.090E2,6.200E1,2.160E2,6.326E2,5.633E2,6.396E2,5.611E2,2.208E3,2.755E2,8.758E2,7.011E2,6.406E2,6.903E2,6.028E2,1.515E2,8.423E-1,7.432E2,3.429E7,1.040E2,6.890E-1,8.554E-1,0.000E0,6.835E6,1.000E0,1.239E2,1.959E2,1.593E2,6.212E2,1.145E0,8.733E-1,9.719E-1
20,1000-7-fb-21.png:0245-0294,3.404E5,9.385E1,1.938E1,9.900E1,4.800E1,1.790E2,6.631E2,5.849E2,6.684E2,5.852E2,2.278E3,3.584E2,9.677E2,6.003E2,7.437E2,7.256E2,5.972E2,9.181E1,8.241E-1,7.491E2,3.194E7,9.500E1,3.089E-1,2.401E-1,0.000E0,6.366E6,1.000E0,2.833E2,8.101E1,1.043E2,5.971E2,1.215E0,8.230E-1,9.744E-1
21,1000-7-fb-22.png:0232-0145,2.666E5,1.097E2,1.815E1,1.130E2,6.400E1,1.940E2,3.250E2,6.231E2,3.246E2,6.217E2,1.947E3,1.120E1,9.027E2,6.294E2,5.555E2,6.191E2,5.482E2,1.696E2,8.833E-1,6.355E2,2.923E7,1.090E2,3.068E-1,7.704E-1,0.000E0,5.826E6,1.000E0,5.824E0,2.054E2,1.709E2,5.502E2,1.129E0,8.856E-1,9.810E-1
22,1000-7-fb-23.png:0247-0274,3.394E5,9.895E1,1.968E1,8.700E1,5.200E1,2.060E2,6.209E2,5.906E2,6.278E2,5.918E2,2.222E3,2.576E2,9.117E2,7.123E2,6.406E2,6.902E2,6.260E2,7.891E0,8.640E-1,7.124E2,3.358E7,9.800E1,6.497E-1,9.663E-1,0.000E0,6.692E6,1.000E0,1.160E2,2.372E2,1.737E2,6.376E2,1.102E0,9.070E-1,9.775E-1
23,1000-7-fb-24.png:0251-0252,3.214E5,1.022E2,1.864E1,1.070E2,5.000E1,1.920E2,5.768E2,5.966E2,5.766E2,5.945E2,2.173E3,2.262E2,8.960E2,6.765E2,6.272E2,6.964E2,5.876E2,1.538E2,8.551E-1,7.236E2,3.284E7,1.020E2,3.921E-1,1.749E-1,0.000E0,6.545E6,1.000E0,1.493E2,1.377E2,1.303E2,5.852E2,1.185E0,8.438E-1,9.798E-1
