 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1000-1-fb-1.png:0354-0243,1.381E5,1.202E2,1.102E1,1.170E2,8.200E1,1.690E2,5.501E2,3.354E2,5.501E2,3.351E2,1.528E3,3.405E2,5.824E2,4.077E2,4.637E2,4.507E2,3.901E2,8.758E1,7.428E-1,4.720E2,1.660E7,1.200E2,1.377E-1,8.306E-1,0.000E0,3.308E6,1.000E0,1.906E2,4.501E2,7.002E1,4.030E2,1.155E0,8.654E-1,9.573E-1
2,1000-1-fb-2.png:0312-0318,1.141E5,1.207E2,1.095E1,1.190E2,8.700E1,1.670E2,7.080E2,4.392E2,7.099E2,4.403E2,1.521E3,4.928E2,6.698E2,4.413E2,4.480E2,5.041E2,2.883E2,4.511E1,6.197E-1,5.263E2,1.377E7,1.200E2,2.826E-1,-1.628E0,0.000E0,2.745E6,1.000E0,2.457E2,4.109E2,5.602E1,2.937E2,1.748E0,5.720E-1,9.046E-1
3,1000-1-fb-3.png:0251-0276,1.620E5,1.208E2,9.855E0,1.180E2,8.600E1,1.650E2,6.204E2,5.871E2,6.209E2,5.874E2,1.656E3,4.099E2,8.624E2,4.189E2,5.600E2,5.194E2,3.971E2,9.060E1,7.423E-1,5.606E2,1.957E7,1.200E2,2.662E-1,4.870E-1,0.000E0,3.900E6,1.000E0,2.669E2,3.759E2,8.515E1,4.168E2,1.308E0,7.646E-1,9.405E-1
4,1000-1-fb-4.png:0278-0253,1.510E5,1.210E2,1.123E1,1.200E2,7.600E1,1.620E2,5.463E2,5.200E2,5.468E2,5.210E2,1.544E3,3.360E2,7.370E2,4.637E2,4.301E2,4.626E2,4.155E2,1.506E2,7.956E-1,4.916E2,1.827E7,1.210E2,-1.435E-2,9.043E-1,0.000E0,3.641E6,1.000E0,1.636E2,1.980E2,1.386E2,4.293E2,1.113E0,8.981E-1,9.547E-1
5,1000-1-fb-5.png:0269-0279,1.686E5,1.636E2,1.484E1,1.600E2,1.190E2,2.290E2,6.115E2,5.536E2,6.128E2,5.546E2,1.709E3,3.741E2,7.885E2,5.018E2,4.950E2,4.715E2,4.551E2,1.755E2,7.253E-1,5.159E2,2.758E7,1.620E2,2.223E-1,4.121E0,0.000E0,5.497E6,1.000E0,1.705E2,2.086E2,1.630E2,4.562E2,1.036E0,9.652E-1,9.440E-1
6,1000-1-fb-6.png:0263-0274,1.455E5,1.603E2,1.477E1,1.560E2,1.100E2,2.310E2,6.083E2,5.394E2,6.123E2,5.397E2,1.529E3,3.606E2,7.706E2,5.085E2,4.301E2,5.038E2,3.676E2,1.489E2,7.816E-1,5.210E2,2.332E7,1.590E2,1.189E-1,4.567E0,0.000E0,4.648E6,1.000E0,1.631E2,2.414E2,1.639E2,3.710E2,1.370E0,7.297E-1,9.624E-1
7,1000-1-fb-7.png:0258-0261,1.334E5,1.661E2,1.628E1,1.650E2,1.120E2,2.300E2,5.792E2,5.603E2,5.778E2,5.608E2,1.516E3,3.786E2,8.042E2,4.144E2,4.749E2,4.487E2,3.787E2,5.719E1,7.294E-1,4.757E2,2.216E7,1.650E2,4.182E-2,2.737E0,0.000E0,4.416E6,1.000E0,2.425E2,3.632E2,8.284E1,3.948E2,1.185E0,8.440E-1,9.358E-1
8,1000-1-fb-8.png:0275-0245,1.280E5,1.561E2,1.538E1,1.480E2,1.140E2,2.150E2,5.521E2,5.252E2,5.502E2,5.259E2,1.460E3,3.382E2,7.414E2,4.211E2,4.256E2,4.154E2,3.925E2,1.456E2,7.550E-1,4.442E2,1.998E7,1.540E2,4.314E-1,4.158E0,0.000E0,3.983E6,1.000E0,2.070E2,1.800E2,1.185E2,3.951E2,1.059E0,9.447E-1,9.424E-1
9,1000-1-fb-9.png:0237-0302,1.431E5,1.651E2,1.655E1,1.580E2,1.190E2,2.330E2,6.715E2,6.091E2,6.710E2,6.104E2,1.738E3,4.906E2,8.624E2,3.741E2,4.973E2,4.968E2,3.668E2,8.547E1,5.953E-1,5.296E2,2.363E7,1.630E2,3.661E-1,2.631E0,0.000E0,4.709E6,1.000E0,2.414E2,3.447E2,6.166E1,3.692E2,1.354E0,7.384E-1,9.124E-1
10,1000-1-fb-10.png:0279-0252,1.554E5,1.645E2,1.714E1,1.610E2,1.080E2,2.280E2,5.500E2,5.128E2,5.518E2,5.134E2,1.616E3,3.494E2,7.594E2,4.323E2,4.794E2,4.826E2,4.101E2,1.152E2,7.479E-1,5.083E2,2.556E7,1.630E2,3.018E-1,2.104E0,0.000E0,5.095E6,1.000E0,1.843E2,1.800E2,1.206E2,4.213E2,1.177E0,8.497E-1,9.489E-1
11,1000-1-fb-11.png:0259-0307,2.000E5,1.600E2,1.854E1,1.520E2,1.000E2,2.400E2,6.690E2,5.674E2,6.732E2,5.666E2,2.100E3,3.651E2,8.064E2,6.451E2,4.861E2,6.049E2,4.209E2,1.598E2,5.696E-1,6.841E2,3.199E7,1.580E2,5.003E-1,1.572E0,0.000E0,6.376E6,1.000E0,1.652E2,1.625E2,1.505E2,4.702E2,1.437E0,6.958E-1,8.648E-1
