 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1000-21-fb-1.png:0205-0262,2.058E5,1.006E2,2.025E1,8.800E1,6.600E1,1.880E2,5.874E2,6.882E2,5.959E2,6.806E2,1.693E3,3.158E2,9.341E2,5.421E2,4.973E2,5.556E2,4.716E2,1.547E2,9.026E-1,5.905E2,2.071E7,9.600E1,9.503E-1,9.226E-1,0.000E0,4.127E6,1.000E0,1.419E2,1.467E2,1.547E2,4.829E2,1.178E0,8.487E-1,9.836E-1
2,1000-21-fb-2.png:0227-0273,3.191E5,1.094E2,2.506E1,7.400E1,6.200E1,2.090E2,6.177E2,6.271E2,6.188E2,6.311E2,2.073E3,2.934E2,9.565E2,6.384E2,6.429E2,6.869E2,5.915E2,4.091E1,9.334E-1,7.089E2,3.493E7,1.090E2,2.046E-1,-3.768E-1,0.000E0,6.961E6,1.000E0,1.663E2,3.447E2,3.998E1,5.954E2,1.161E0,8.612E-1,9.851E-1
3,1000-21-fb-3.png:0258-0248,3.269E5,1.051E2,2.832E1,7.400E1,6.200E1,2.240E2,5.685E2,5.639E2,5.804E2,5.687E2,2.150E3,2.374E2,9.139E2,6.384E2,6.966E2,7.387E2,5.634E2,5.329E1,8.889E-1,7.665E2,3.435E7,9.900E1,9.076E-1,5.225E-1,0.000E0,6.846E6,1.000E0,1.663E2,3.982E2,5.700E1,5.841E2,1.311E0,7.627E-1,9.750E-1
4,1000-21-fb-4.png:0241-0268,1.979E5,7.507E1,1.717E1,6.100E1,4.700E1,1.560E2,5.945E2,6.033E2,6.051E2,6.010E2,1.608E3,3.629E2,8.781E2,4.749E2,5.488E2,5.447E2,4.625E2,7.114E1,9.616E-1,5.546E2,1.485E7,7.100E1,9.456E-1,6.946E-1,0.000E0,2.960E6,1.000E0,2.467E2,3.632E2,7.965E1,4.696E2,1.178E0,8.491E-1,9.930E-1
5,1000-21-fb-5.png:0225-0257,2.885E5,8.909E1,1.939E1,6.400E1,5.500E1,1.710E2,5.865E2,6.339E2,5.899E2,6.389E2,1.949E3,2.666E2,9.542E2,6.182E2,6.272E2,6.273E2,5.855E2,1.238E2,9.545E-1,6.335E2,2.570E7,8.700E1,3.884E-1,-4.659E-1,0.000E0,5.122E6,1.000E0,2.489E2,8.577E1,1.000E2,5.805E2,1.071E0,9.334E-1,9.918E-1
6,1000-21-fb-6.png:0236-0256,3.132E5,7.657E1,1.869E1,6.100E1,4.600E1,1.750E2,5.819E2,6.213E2,5.909E2,6.207E2,2.037E3,2.464E2,9.251E2,6.541E2,6.205E2,6.873E2,5.801E2,1.400E2,9.489E-1,7.012E2,2.398E7,7.500E1,8.778E-1,9.885E-1,0.000E0,4.779E6,1.000E0,1.281E2,1.440E2,1.439E2,5.856E2,1.185E0,8.440E-1,9.879E-1
7,1000-21-fb-7.png:0294-0237,3.389E5,7.631E1,1.774E1,6.000E1,4.700E1,1.620E2,5.212E2,4.772E2,5.253E2,4.782E2,2.144E3,1.590E2,7.862E2,7.437E2,6.026E2,7.424E2,5.813E2,1.123E1,9.265E-1,7.429E2,2.586E7,7.200E1,7.167E-1,-3.053E-1,0.000E0,5.154E6,1.000E0,7.307E1,3.325E2,6.785E0,5.776E2,1.277E0,7.830E-1,9.875E-1
8,1000-21-fb-8.png:0295-0290,3.139E5,9.088E1,2.292E1,6.400E1,5.200E1,1.880E2,6.521E2,4.875E2,6.540E2,4.948E2,2.062E3,3.494E2,8.378E2,6.026E2,7.101E2,6.984E2,5.724E2,7.279E1,9.282E-1,7.192E2,2.853E7,8.800E1,5.317E-1,-3.983E-1,0.000E0,5.686E6,1.000E0,2.690E2,4.540E2,8.086E1,5.822E2,1.220E0,8.196E-1,9.861E-1
9,1000-21-fb-9.png:0202-0271,3.667E5,8.900E1,1.787E1,6.900E1,5.900E1,1.680E2,6.167E2,7.028E2,6.250E2,7.010E2,2.241E3,2.442E2,1.037E3,7.280E2,6.922E2,7.468E2,6.252E2,1.437E2,9.180E-1,7.467E2,3.263E7,8.600E1,7.675E-1,6.593E-1,0.000E0,6.504E6,1.000E0,1.207E2,1.250E2,1.571E2,6.197E2,1.194E0,8.372E-1,9.870E-1
10,1000-21-fb-10.png:0276-0229,3.852E5,7.290E1,1.944E1,5.500E1,4.400E1,1.730E2,5.042E2,5.268E2,5.051E2,5.385E2,2.272E3,1.747E2,9.027E2,6.765E2,7.549E2,7.479E2,6.558E2,8.189E1,9.378E-1,7.735E2,2.808E7,6.600E1,1.167E0,1.486E0,0.000E0,5.597E6,1.000E0,1.858E2,4.448E2,7.643E1,6.626E2,1.140E0,8.769E-1,9.875E-1
