Day,ModelRadius,ModelArea,ModelGrayMean,ModelIntDen,ModelCircularity,ModelFeret,ModelPerimeter,ModelTotalH,TouchesBoundary
0.0,258.83147410192805,210467.01624308078,102.07586967532394,21483603.720983002,0.8954582044303279,522.5337337364809,1718.597968670162,127040.6299656387,False
0.1,259.9979129721549,212368.25396885385,99.49511829160734,21129604.550013226,0.8867976709209947,526.5208693767877,1734.7522454574873,126071.98769418323,False
0.2,261.39076890126637,214649.7392397816,96.97924981388286,20816570.684219595,0.8963245930795014,527.6030406704951,1734.7522454574873,125209.47569431498,False
0.3,262.3152307398001,216170.72942040008,94.90968708610788,20516696.286465865,0.8909045927667504,529.222148514164,1746.17504411897,124485.26350599343,False
0.4,263.8105719477585,218642.3384639051,92.63493035845957,20253917.797014594,0.901090837011225,532.980939342179,1746.17504411897,123800.19107157899,False
0.5,264.6122555859287,219973.20487194622,90.7512569667489,19962844.841133293,0.8900317766957823,536.2704275780566,1762.3293209062952,123194.32660802631,False
0.6,265.5255016331806,221494.19505256473,88.92847136049178,19697140.181247182,0.8961858425674905,536.8019586518697,1762.3293209062952,122660.75083862348,False
0.7,266.7193917206927,223490.49466462643,87.18681106135178,19485423.53233283,0.8926538160722203,538.3051131833978,1773.7521195677778,122219.15569505793,False
0.8,267.39922134949427,224631.2373000903,85.62591456822459,19234255.134412114,0.8972101094762469,539.9801577084802,1773.7521195677778,121809.24499738171,False
0.9,268.0773269726019,225771.97993555418,84.14238883576817,18996993.72395865,0.9017664028802739,541.2110837066406,1773.7521195677773,121455.76768463232,False
1.0,268.9788085482844,227292.9701161726,82.66165260133809,18788412.53446938,0.9078414607523093,544.1888838084902,1773.7521195677773,121154.51282976045,False
1.1,269.6529419578324,228433.71275163646,81.31879063035447,18575953.26016486,0.8846752687629812,546.0200004329441,1801.3291950165851,120901.7328072082,False
1.2,270.660993854311,230144.82670483223,80.00564985270144,18412886.420757458,0.8913020498024042,546.1940723271991,1801.3291950165851,120705.10135301448,False
1.3,271.2194037605956,231095.4455677188,78.81524756245848,18213844.752976406,0.894983594824306,547.8449967690259,1801.3291950165851,120537.1764728652,False
1.4,271.66530525978584,231855.94065802803,77.70647151734896,18016707.048871204,0.8979288308418274,547.8449967690259,1801.3291950165851,120408.83411192647,False
1.5,272.11047607090086,232616.43574833724,76.64464901931123,17828805.07405447,0.9008740668593487,548.6252796412612,1801.3291950165851,120317.6280718873,False
1.6,273.0540542402119,234232.48781524439,75.50313524836345,17685287.20707504,0.8957363779199559,550.8732218078466,1812.751993678068,120261.34666482371,False
1.7,273.49696459495897,234992.98290555362,74.58171217609838,17526179.014464807,0.8986446129132029,552.2520227989893,1812.7519936780677,120238.4812433271,False
1.8,273.8286772269953,235563.35422328554,73.67350977762696,17354779.08061983,0.9008257891581377,553.7990706373307,1812.7519936780677,120244.43485578087,False
1.9,274.0495959214423,235943.60176844016,72.8260151697871,17182832.321602628,0.9022799066547607,553.7990706373307,1812.751993678068,120279.91892950435,False
2.0,274.93149553295115,237464.59194905864,71.8647625209804,17065336.507560614,0.8921252426344389,555.7695871702681,1828.906270465393,120343.40936262129,False
2.1,275.15152877788086,237844.83949421326,71.12673869226998,16917127.7480098,0.893553785857232,555.7695871702681,1828.9062704653934,120427.498236251,False
2.2,275.26147944311947,238034.96326679055,70.39665935870201,16756866.2245534,0.8942680574686286,555.9406063564592,1828.9062704653934,120541.476977852,False
2.3,275.5910682414157,238605.3345845225,69.64794984754461,16618372.376499424,0.8964108723028187,556.5387596565114,1828.9062704653934,120679.68073885974,False
